audit_order,universe_id,name,operator,state,county,source,lifecycle_outcome,announced_date,capacity_mw,search_protocol
1,prj_7,Tallassee Mill Data Center,Undisclosed Developer,AL,elmore,proposals_unopposed,blocked_confirmed,2026-04-01,10.0,Tallassee Mill Data Center AL | Tallassee Mill Data Center data center elmore AL | elmore AL data center opposition OR moratorium OR rezoning OR petition | Undisclosed Developer data center AL residents
2,prj_220,Morabito Slavic Village Data Center,500 ER-EBY Trust,OH,cuyahoga,proposals_unopposed,blocked_confirmed,2026-05-01,,Morabito Slavic Village Data Center OH | Morabito Slavic Village Data Center data center cuyahoga OH | cuyahoga OH data center opposition OR moratorium OR rezoning OR petition | 500 ER-EBY Trust data center OH residents
3,prj_296,Ransom Township Mudiita Data Center,Mudiita Group,PA,lackawanna,proposals_unopposed,blocked_confirmed,2026-07-01,750.0,Ransom Township Mudiita Data Center PA | Ransom Township Mudiita Data Center data center lackawanna PA | lackawanna PA data center opposition OR moratorium OR rezoning OR petition | Mudiita Group data center PA residents
4,prj_287,Renaissance Boulevard Data Center Campus,MLP Ventures,PA,montgomery,proposals_unopposed,blocked_confirmed,2026-03-01,,Renaissance Boulevard Data Center Campus PA | Renaissance Boulevard Data Center Campus data center montgomery PA | montgomery PA data center opposition OR moratorium OR rezoning OR petition | MLP Ventures data center PA residents
5,prj_77,Millinocket Data Center,Nautilus Data Technologies,ME,aroostook,proposals_unopposed,blocked_confirmed,2021-01-01,60.0,Millinocket Data Center ME | Millinocket Data Center data center aroostook ME | aroostook ME data center opposition OR moratorium OR rezoning OR petition | Nautilus Data Technologies data center ME residents
6,prj_289,3200 Horizon Drive Data Center,MLP Ventures,PA,montgomery,proposals_unopposed,blocked_confirmed,2026-05-01,,3200 Horizon Drive Data Center PA | 3200 Horizon Drive Data Center data center montgomery PA | montgomery PA data center opposition OR moratorium OR rezoning OR petition | MLP Ventures data center PA residents
7,prj_281,Newton Township Data Center,Popca LLC,PA,lackawanna,proposals_unopposed,blocked_confirmed,2026-02-01,,Newton Township Data Center PA | Newton Township Data Center data center lackawanna PA | lackawanna PA data center opposition OR moratorium OR rezoning OR petition | Popca LLC data center PA residents
8,prj_132,Nottingham Data Center,Nottingham Business Park LLC,NH,rockingham,proposals_unopposed,blocked_confirmed,2026-05-01,,Nottingham Data Center NH | Nottingham Data Center data center rockingham NH | rockingham NH data center opposition OR moratorium OR rezoning OR petition | Nottingham Business Park LLC data center NH residents
9,prj_288,600 River Road Data Center,MLP Ventures; Innovation River Run LLC,PA,montgomery,proposals_unopposed,blocked_confirmed,2026-05-01,,600 River Road Data Center PA | 600 River Road Data Center data center montgomery PA | montgomery PA data center opposition OR moratorium OR rezoning OR petition | MLP Ventures; Innovation River Run LLC data center PA residents
10,prj_127,Mo Lake Development Cross Creek Data Center,Mo Lake Development,MO,camden,proposals_unopposed,blocked_confirmed,2026-01-01,,Mo Lake Development Cross Creek Data Center MO | Mo Lake Development Cross Creek Data Center data center camden MO | camden MO data center opposition OR moratorium OR rezoning OR petition | Mo Lake Development data center MO residents
11,prj_68,Project Pulse,DC Devco LLC,KY,clark,proposals_unopposed,blocked_confirmed,2026-01-01,,Project Pulse KY | Project Pulse data center clark KY | clark KY data center opposition OR moratorium OR rezoning OR petition | DC Devco LLC data center KY residents
12,prj_18,Vilonia Cryptomine,Interstate Holdings Blockchain; Steve Landers Jr.,AR,faulkner,proposals_unopposed,blocked_confirmed,2025-01-01,,Vilonia Cryptomine AR | Vilonia Cryptomine data center faulkner AR | faulkner AR data center opposition OR moratorium OR rezoning OR petition | Interstate Holdings Blockchain; Steve Landers Jr. data center AR residents
13,prj_330,CleanSpark Mountain City Bitcoin Mine,CleanSpark,TN,johnson,proposals_unopposed,blocked_confirmed,2025-01-01,30.0,CleanSpark Mountain City Bitcoin Mine TN | CleanSpark Mountain City Bitcoin Mine data center johnson TN | johnson TN data center opposition OR moratorium OR rezoning OR petition | CleanSpark data center TN residents
14,prj_300,North Coventry Mall Data Center,PGOB Coventry Holdings; Pennmark Management Company Inc.,PA,chester,proposals_unopposed,blocked_confirmed,2026-08-25,,North Coventry Mall Data Center PA | North Coventry Mall Data Center data center chester PA | chester PA data center opposition OR moratorium OR rezoning OR petition | PGOB Coventry Holdings; Pennmark Management Company Inc. data center PA residents
15,prj_298,Swedeland Discovery Center Data Center Campus,MLP Ventures,PA,montgomery,proposals_unopposed,blocked_confirmed,2026-05-01,,Swedeland Discovery Center Data Center Campus PA | Swedeland Discovery Center Data Center Campus data center montgomery PA | montgomery PA data center opposition OR moratorium OR rezoning OR petition | MLP Ventures data center PA residents
16,prj_104,Project Splitrock,Randee LLC,MI,livingston,proposals_unopposed,blocked_confirmed,2025-09-01,,Project Splitrock MI | Project Splitrock data center livingston MI | livingston MI data center opposition OR moratorium OR rezoning OR petition | Randee LLC data center MI residents
17,prj_285,Linde Clinton Data Center,Linde Corporation,PA,wayne,proposals_unopposed,blocked_confirmed,2026-04-01,,Linde Clinton Data Center PA | Linde Clinton Data Center data center wayne PA | wayne PA data center opposition OR moratorium OR rezoning OR petition | Linde Corporation data center PA residents
18,prj_239,QTS Salem Data Center,Blackstone; QTS,PA,luzerne,proposals_unopposed,pending,2025-07-01,,QTS Salem Data Center PA | QTS Salem Data Center data center luzerne PA | luzerne PA data center opposition OR moratorium OR rezoning OR petition | Blackstone; QTS data center PA residents
19,prj_78,Yankee Nuclear Power Plant Data Center,,ME,lincoln,proposals_unopposed,pending,2025-01-01,,Yankee Nuclear Power Plant Data Center ME | Yankee Nuclear Power Plant Data Center data center lincoln ME | lincoln ME data center opposition OR moratorium OR rezoning OR petition
20,prj_257,Sugarloaf Township Data Center,LBT Investment Group LLC,PA,luzerne,proposals_unopposed,pending,2025-07-01,,Sugarloaf Township Data Center PA | Sugarloaf Township Data Center data center luzerne PA | luzerne PA data center opposition OR moratorium OR rezoning OR petition | LBT Investment Group LLC data center PA residents
21,aic_0009,Google New Albany,Google,OH,,ai_centers,,,407.0,Google New Albany OH | Google New Albany data center OH | OH data center opposition OR moratorium OR rezoning OR petition | Google data center OH residents
22,prj_4,DC BLOX Montgomery,DC BLOX; Alabama Power,AL,montgomery,proposals_unopposed,pending,2024-11-01,40.0,DC BLOX Montgomery AL | DC BLOX Montgomery data center montgomery AL | montgomery AL data center opposition OR moratorium OR rezoning OR petition | DC BLOX; Alabama Power data center AL residents
23,prj_269,Project Green Mountain,Green Mountain 6,PA,lackawanna,proposals_unopposed,pending,2026-01-01,,Project Green Mountain PA | Project Green Mountain data center lackawanna PA | lackawanna PA data center opposition OR moratorium OR rezoning OR petition | Green Mountain 6 data center PA residents
24,prj_293,Gravel Pike Data Center,"Hanover Development, LP",PA,montgomery,proposals_unopposed,pending,2026-06-01,,"Gravel Pike Data Center PA | Gravel Pike Data Center data center montgomery PA | montgomery PA data center opposition OR moratorium OR rezoning OR petition | Hanover Development, LP data center PA residents"
25,aic_0028,Stream Phoenix,,,,ai_centers,,,0.0,Stream Phoenix | Stream Phoenix data center | data center opposition OR moratorium OR rezoning OR petition
26,prj_316,Newport Township Data Center Campus,Undisclosed Developer,PA,luzerne,proposals_unopposed,pending,2026-09-14,,Newport Township Data Center Campus PA | Newport Township Data Center Campus data center luzerne PA | luzerne PA data center opposition OR moratorium OR rezoning OR petition | Undisclosed Developer data center PA residents
27,aic_0015,Google Cedar Rapids,Google,IA,,ai_centers,,,105.0,Google Cedar Rapids IA | Google Cedar Rapids data center IA | IA data center opposition OR moratorium OR rezoning OR petition | Google data center IA residents
28,prj_218,PORTS Technology Center,U.S. Department of Energy; SB Energy; SoftBank; AEP Ohio,OH,pike,proposals_unopposed,advanced_confirmed,2026-03-01,10000.0,PORTS Technology Center OH | PORTS Technology Center data center pike OH | pike OH data center opposition OR moratorium OR rezoning OR petition | U.S. Department of Energy; SB Energy; SoftBank; AEP Ohio data center OH residents
29,prj_190,Vantage New Albany Data Center Campus,Vantage Data Centers,OH,licking,proposals_unopposed,advanced_confirmed,2024-01-01,192.0,Vantage New Albany Data Center Campus OH | Vantage New Albany Data Center Campus data center licking OH | licking OH data center opposition OR moratorium OR rezoning OR petition | Vantage Data Centers data center OH residents
30,prj_264,Klondike Data Center Project,KDI Wyalusing Power LLC,PA,bradford,proposals_unopposed,pending,2025-01-01,218.0,Klondike Data Center Project PA | Klondike Data Center Project data center bradford PA | bradford PA data center opposition OR moratorium OR rezoning OR petition | KDI Wyalusing Power LLC data center PA residents
31,prj_157,CLT20 Moores Chapel,Digital Realty Trust; Digital Moores Chapel LLC; Digital Realty Trust; Digital Realty Trust,NC,mecklenburg,proposals_unopposed,advanced_confirmed,2025-05-01,,CLT20 Moores Chapel NC | CLT20 Moores Chapel data center mecklenburg NC | mecklenburg NC data center opposition OR moratorium OR rezoning OR petition | Digital Realty Trust; Digital Moores Chapel LLC; Digital Realty Trust; Digital Realty Trust data center NC residents
32,prj_304,AWS Salem Township Data Center,Amazon Web Services,PA,luzerne,proposals_unopposed,advanced_confirmed,2025-01-01,1920.0,AWS Salem Township Data Center PA | AWS Salem Township Data Center data center luzerne PA | luzerne PA data center opposition OR moratorium OR rezoning OR petition | Amazon Web Services data center PA residents
33,prj_271,Briar Creek Township Data Center Zoning Overlay,Undisclosed Developer,PA,columbia,proposals_unopposed,pending,2026-02-01,,Briar Creek Township Data Center Zoning Overlay PA | Briar Creek Township Data Center Zoning Overlay data center columbia PA | columbia PA data center opposition OR moratorium OR rezoning OR petition | Undisclosed Developer data center PA residents
34,prj_63,COPT Defense Properties Data Center,COPT Defense Properties,IA,dallas,proposals_unopposed,pending,2024-10-01,1000.0,COPT Defense Properties Data Center IA | COPT Defense Properties Data Center data center dallas IA | dallas IA data center opposition OR moratorium OR rezoning OR petition | COPT Defense Properties data center IA residents
35,prj_1008,Terra Nexus Custer Avenue Data Center,Terra Nexus Ventures,NC,cumberland,proposals_unopposed,pending,2025-10-01,200.0,Terra Nexus Custer Avenue Data Center NC | Terra Nexus Custer Avenue Data Center data center cumberland NC | cumberland NC data center opposition OR moratorium OR rezoning OR petition | Terra Nexus Ventures data center NC residents
36,prj_248,Jessup Sunnyside Data Center,"Sunnyside Road Associates, LLC",PA,lackawanna,proposals_unopposed,advanced_confirmed,2025-09-01,,"Jessup Sunnyside Data Center PA | Jessup Sunnyside Data Center data center lackawanna PA | lackawanna PA data center opposition OR moratorium OR rezoning OR petition | Sunnyside Road Associates, LLC data center PA residents"
37,prj_295,PNK Valley View Data Center,PNK Group,PA,lackawanna,proposals_unopposed,pending,2026-07-01,,PNK Valley View Data Center PA | PNK Valley View Data Center data center lackawanna PA | lackawanna PA data center opposition OR moratorium OR rezoning OR petition | PNK Group data center PA residents
38,prj_60,Project Ginger East,Microsoft; Weitz Construction,IA,polk,proposals_unopposed,advanced_confirmed,2022-01-01,,Project Ginger East IA | Project Ginger East data center polk IA | polk IA data center opposition OR moratorium OR rezoning OR petition | Microsoft; Weitz Construction data center IA residents
39,prj_249,McKees Rocks Industrial Site Data Center,SunCap Property Group,PA,allegheny,proposals_unopposed,pending,2025-10-01,,McKees Rocks Industrial Site Data Center PA | McKees Rocks Industrial Site Data Center data center allegheny PA | allegheny PA data center opposition OR moratorium OR rezoning OR petition | SunCap Property Group data center PA residents
40,prj_236,Project Boson,"PDC Realty, LLC",PA,lackawanna,proposals_unopposed,pending,2025-01-01,,"Project Boson PA | Project Boson data center lackawanna PA | lackawanna PA data center opposition OR moratorium OR rezoning OR petition | PDC Realty, LLC data center PA residents"
41,prj_333,QTS Kearneysville Data Center Complex,QTS Data Centers,WV,jefferson county; berkeley,proposals_unopposed,pending,2025-01-01,,QTS Kearneysville Data Center Complex WV | QTS Kearneysville Data Center Complex data center jefferson county; berkeley WV | jefferson county; berkeley WV data center opposition OR moratorium OR rezoning OR petition | QTS Data Centers data center WV residents
42,prj_79,DeepGreen Eastport Subsea Data Center,DeepGreen Western Passage SPV LLC,ME,washington,proposals_unopposed,pending,2025-01-01,51.0,DeepGreen Eastport Subsea Data Center ME | DeepGreen Eastport Subsea Data Center data center washington ME | washington ME data center opposition OR moratorium OR rezoning OR petition | DeepGreen Western Passage SPV LLC data center ME residents
43,prj_206,Hannibal Data Center Campus,DP Facilities,OH,monroe,proposals_unopposed,pending,2020-01-09,300.0,Hannibal Data Center Campus OH | Hannibal Data Center Campus data center monroe OH | monroe OH data center opposition OR moratorium OR rezoning OR petition | DP Facilities data center OH residents
44,prj_30,Granger Data Center,Microsoft,IN,st. joseph,proposals_unopposed,pending,2025-05-01,1000.0,Granger Data Center IN | Granger Data Center data center st. joseph IN | st. joseph IN data center opposition OR moratorium OR rezoning OR petition | Microsoft data center IN residents
45,prj_59,Project Ginger West,Microsoft; Turner Constuction,IA,dallas,proposals_unopposed,advanced_confirmed,2021-01-01,,Project Ginger West IA | Project Ginger West data center dallas IA | dallas IA data center opposition OR moratorium OR rezoning OR petition | Microsoft; Turner Constuction data center IA residents
46,prj_48,Bristol Data Center,Undisclosed Developer,IN,elkhart,proposals_unopposed,pending,2026-03-01,,Bristol Data Center IN | Bristol Data Center data center elkhart IN | elkhart IN data center opposition OR moratorium OR rezoning OR petition | Undisclosed Developer data center IN residents
47,prj_268,Fezzik Aliquippa Data Center,Fezzik Energy; Five 9s Digital,PA,beaver,proposals_unopposed,pending,2025-01-01,496.0,Fezzik Aliquippa Data Center PA | Fezzik Aliquippa Data Center data center beaver PA | beaver PA data center opposition OR moratorium OR rezoning OR petition | Fezzik Energy; Five 9s Digital data center PA residents
48,prj_154,Person County Mega Park,Microsoft Corporation; Timmons Group; Microsoft Corporation; Centurylink; Spectrum; Person County Mega Park; Duke Energy; Dominion Energy,NC,person,proposals_unopposed,pending,2024-10-01,,Person County Mega Park NC | Person County Mega Park data center person NC | person NC data center opposition OR moratorium OR rezoning OR petition | Microsoft Corporation; Timmons Group; Microsoft Corporation; Centurylink; Spectrum; Person County Mega Park; Duke Energy; Dominion Energy data center NC residents
49,aic_0018,Vantage TX1,,AZ,,ai_centers,,,44.8,Vantage TX1 AZ | Vantage TX1 data center AZ | AZ data center opposition OR moratorium OR rezoning OR petition
50,prj_130,White Cloud Acres,Scale Microgrids,MO,nodaway,proposals_unopposed,pending,,600.0,White Cloud Acres MO | White Cloud Acres data center nodaway MO | nodaway MO data center opposition OR moratorium OR rezoning OR petition | Scale Microgrids data center MO residents
51,prj_144,Riverview Innovative and Technology Campus Data Center,Undisclosed Developer,NY,erie,proposals_unopposed,pending,2026-04-01,,Riverview Innovative and Technology Campus Data Center NY | Riverview Innovative and Technology Campus Data Center data center erie NY | erie NY data center opposition OR moratorium OR rezoning OR petition | Undisclosed Developer data center NY residents
52,prj_306,Iron City No. 1 Power Generator and Compute Center,Iron City,PA,clearfield,proposals_unopposed,pending,2026-02-01,,Iron City No. 1 Power Generator and Compute Center PA | Iron City No. 1 Power Generator and Compute Center data center clearfield PA | clearfield PA data center opposition OR moratorium OR rezoning OR petition | Iron City data center PA residents
53,prj_29,Servpac Mililani Technology Park Data Center,Servpac,HI,honolulu,proposals_unopposed,advanced_confirmed,,,Servpac Mililani Technology Park Data Center HI | Servpac Mililani Technology Park Data Center data center honolulu HI | honolulu HI data center opposition OR moratorium OR rezoning OR petition | Servpac data center HI residents
54,prj_6,AUBix + Core Scientific Data Center,Core Scientific,AL,lee,proposals_unopposed,advanced_confirmed,2025-01-01,16.0,AUBix + Core Scientific Data Center AL | AUBix + Core Scientific Data Center data center lee AL | lee AL data center opposition OR moratorium OR rezoning OR petition | Core Scientific data center AL residents
55,aic_0003,Meta Prometheus,Meta,OH,,ai_centers,,,531.0,Meta Prometheus OH | Meta Prometheus data center OH | OH data center opposition OR moratorium OR rezoning OR petition | Meta data center OH residents
56,prj_153,Rural Hall Data Center,Thomas & Hutton; Drox Group LLC; Montrose Environmental Group,NC,forsyth,proposals_unopposed,pending,2026-03-01,,Rural Hall Data Center NC | Rural Hall Data Center data center forsyth NC | forsyth NC data center opposition OR moratorium OR rezoning OR petition | Thomas & Hutton; Drox Group LLC; Montrose Environmental Group data center NC residents
57,prj_315,Alpha Compute Data Center,Alpha Compute,PA,,proposals_unopposed,pending,2026-08-01,200.0,Alpha Compute Data Center PA | Alpha Compute Data Center data center PA | PA data center opposition OR moratorium OR rezoning OR petition | Alpha Compute data center PA residents
58,prj_22,Wallingford Data Center,Charter Development,CT,new haven,proposals_unopposed,pending,2024-01-01,,Wallingford Data Center CT | Wallingford Data Center data center new haven CT | new haven CT data center opposition OR moratorium OR rezoning OR petition | Charter Development data center CT residents
59,prj_27,"St. Georges Business Park Data Center Development / ""Frightland Project""",Parkway Gravel,DE,new castle,proposals_unopposed,pending,2025-11-01,,"St. Georges Business Park Data Center Development / ""Frightland Project"" DE | St. Georges Business Park Data Center Development / ""Frightland Project"" data center new castle DE | new castle DE data center opposition OR moratorium OR rezoning OR petition | Parkway Gravel data center DE residents"
60,aic_0008,Amazon Madison Mega Site,Amazon,,,ai_centers,,,341.0,Amazon Madison Mega Site | Amazon Madison Mega Site data center | data center opposition OR moratorium OR rezoning OR petition | Amazon data center  residents
61,prj_47,Amazon Wheatfield,Amazon Web Services; NIPSCO,IN,jasper,proposals_unopposed,pending,2026-06-01,,Amazon Wheatfield IN | Amazon Wheatfield data center jasper IN | jasper IN data center opposition OR moratorium OR rezoning OR petition | Amazon Web Services; NIPSCO data center IN residents
62,prj_55,Project Morgan,Apple,IA,dallas,proposals_unopposed,advanced_confirmed,2017-08-01,,Project Morgan IA | Project Morgan data center dallas IA | dallas IA data center opposition OR moratorium OR rezoning OR petition | Apple data center IA residents
63,prj_62,Tract Project West,Tract,IA,warren,proposals_unopposed,pending,2025-02-01,,Tract Project West IA | Tract Project West data center warren IA | warren IA data center opposition OR moratorium OR rezoning OR petition | Tract data center IA residents
64,prj_84,Johns Hopkins Data Science and Artificial Intelligence Institute (DSAI),Johns Hopkins University,MD,baltimore,proposals_unopposed,advanced_confirmed,2024-01-01,,Johns Hopkins Data Science and Artificial Intelligence Institute (DSAI) MD | Johns Hopkins Data Science and Artificial Intelligence Institute (DSAI) data center baltimore MD | baltimore MD data center opposition OR moratorium OR rezoning OR petition | Johns Hopkins University data center MD residents
65,prj_234,Project Gravity,Archbald 25 Developer LLC,PA,lackawanna,proposals_unopposed,pending,2025-04-01,,Project Gravity PA | Project Gravity data center lackawanna PA | lackawanna PA data center opposition OR moratorium OR rezoning OR petition | Archbald 25 Developer LLC data center PA residents
66,prj_256,West Hazleton Data Center,One Trinity Real Estate Investments,PA,luzerne,proposals_unopposed,pending,2025-09-01,,West Hazleton Data Center PA | West Hazleton Data Center data center luzerne PA | luzerne PA data center opposition OR moratorium OR rezoning OR petition | One Trinity Real Estate Investments data center PA residents
67,prj_187,Nakota Data Campus,Nixxy; Tachyon 9,ND,williams,proposals_unopposed,pending,,120.0,Nakota Data Campus ND | Nakota Data Campus data center williams ND | williams ND data center opposition OR moratorium OR rezoning OR petition | Nixxy; Tachyon 9 data center ND residents
68,prj_272,South Hanover Township Data Center,HCI DP Land Acquisition LLC,PA,dauphin,proposals_unopposed,pending,2025-02-01,,South Hanover Township Data Center PA | South Hanover Township Data Center data center dauphin PA | dauphin PA data center opposition OR moratorium OR rezoning OR petition | HCI DP Land Acquisition LLC data center PA residents
69,prj_209,Microsoft Heath Data Center,Microsoft,OH,licking,proposals_unopposed,advanced_confirmed,2024-01-01,,Microsoft Heath Data Center OH | Microsoft Heath Data Center data center licking OH | licking OH data center opposition OR moratorium OR rezoning OR petition | Microsoft data center OH residents
