fips,calibrated_score,has_enacted_restrictive,va_p_lower,va_p_upper,va_width,set_90,set_80,covered_90,covered_80
19053,0.0351,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
19055,0.0535,0,0.0106,0.0726,0.0619,none_supported,none_supported,1,1
19057,0.0876,0,0.0743,0.1463,0.0721,none_supported,none_supported,1,1
19059,0.0521,1,0.0234,0.0744,0.051,none_supported,none_supported,0,0
19061,0.1274,1,0.1667,0.2589,0.0923,none_supported,none_supported,0,0
19063,0.0391,0,0.0106,0.0625,0.0519,none_supported,none_supported,1,1
19065,0.0582,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
19067,0.0544,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
19069,0.0423,1,0.0106,0.0571,0.0465,none_supported,none_supported,0,0
19071,0.0329,0,0.0,0.039,0.039,none_supported,none_supported,1,1
19073,0.0401,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
19075,0.048,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19077,0.0413,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19079,0.0509,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19081,0.0407,0,0.0106,0.0679,0.0572,none_supported,none_supported,1,1
19083,0.0538,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19085,0.0487,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19087,0.0608,1,0.0234,0.0787,0.0553,none_supported,none_supported,0,0
19089,0.0439,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19091,0.0375,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
19093,0.0348,0,0.0,0.039,0.039,none_supported,none_supported,1,1
19095,0.0538,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
19097,0.0544,1,0.0234,0.0744,0.051,none_supported,none_supported,0,0
19099,0.0761,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
19101,0.0548,0,0.0234,0.0769,0.0535,none_supported,none_supported,1,1
19103,0.1942,1,0.1735,0.2787,0.1052,none_supported,atypical,0,0
19105,0.062,1,0.0234,0.08,0.0566,none_supported,none_supported,0,0
19107,0.0364,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
19109,0.0448,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19111,0.0742,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
19113,0.6194,1,0.3333,0.8,0.4667,enacted_supported,atypical,1,0
19115,0.045,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19117,0.0394,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
19119,0.0379,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
19121,0.1174,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
19123,0.0557,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
19125,0.0711,0,0.0465,0.1139,0.0674,none_supported,none_supported,1,1
19127,0.0844,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
19129,0.0516,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19131,0.0411,1,0.0106,0.0721,0.0615,none_supported,none_supported,0,0
19133,0.0382,0,0.0,0.05,0.05,none_supported,none_supported,1,1
19135,0.0355,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
19137,0.0427,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19139,0.0917,0,0.0743,0.1667,0.0924,none_supported,none_supported,1,1
19141,0.0446,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19143,0.0286,0,0.0,0.039,0.039,none_supported,none_supported,1,1
19145,0.0472,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19147,0.0388,0,0.0,0.0556,0.0556,none_supported,none_supported,1,1
19149,0.0565,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
19151,0.0316,0,0.0,0.039,0.039,none_supported,none_supported,1,1
19153,0.4753,0,0.2647,0.5652,0.3005,none_supported,atypical,1,0
19155,0.2211,0,0.1714,0.2787,0.1073,none_supported,atypical,1,0
19157,0.0619,0,0.0234,0.0778,0.0544,none_supported,none_supported,1,1
19159,0.0284,0,0.0,0.0303,0.0303,none_supported,none_supported,1,1
19161,0.0389,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
19163,0.3148,0,0.2623,0.5294,0.2671,none_supported,atypical,1,0
19165,0.0387,1,0.0106,0.0721,0.0615,none_supported,none_supported,0,0
19167,0.0603,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
19169,0.1394,1,0.1707,0.2589,0.0882,none_supported,none_supported,0,0
19171,0.0527,1,0.0234,0.0744,0.051,none_supported,none_supported,0,0
19173,0.0294,0,0.0,0.0357,0.0357,none_supported,none_supported,1,1
19175,0.0471,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19177,0.0339,0,0.0,0.039,0.039,none_supported,none_supported,1,1
19179,0.0785,0,0.0741,0.125,0.0509,none_supported,none_supported,1,1
19181,0.1969,0,0.1714,0.2787,0.1073,none_supported,atypical,1,0
19183,0.0628,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
19185,0.0289,0,0.0,0.039,0.039,none_supported,none_supported,1,1
19187,0.0726,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
19189,0.0468,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
19191,0.0608,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
19193,0.1191,1,0.1304,0.2195,0.0891,none_supported,none_supported,0,0
19195,0.0351,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
19197,0.0479,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
20001,0.0458,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
20003,0.0343,0,0.0,0.039,0.039,none_supported,none_supported,1,1
20005,0.0502,0,0.0106,0.0744,0.0637,none_supported,none_supported,1,1
20007,0.0232,0,0.0,0.0236,0.0236,none_supported,none_supported,1,1
20009,0.0563,0,0.0106,0.0744,0.0637,none_supported,none_supported,1,1
20011,0.0459,1,0.0106,0.0721,0.0615,none_supported,none_supported,0,0
20013,0.0335,1,0.0,0.0571,0.0571,none_supported,none_supported,0,0
20015,0.0846,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
20017,0.0195,0,0.0,0.0196,0.0196,none_supported,none_supported,1,1
20019,0.0222,0,0.0,0.0231,0.0231,none_supported,none_supported,1,1
20021,0.0547,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
20023,0.0175,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20025,0.0159,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20027,0.0329,0,0.0,0.039,0.039,none_supported,none_supported,1,1
20029,0.0337,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
20031,0.0342,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
20033,0.0127,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20035,0.0653,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
20037,0.0771,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
20039,0.0158,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20041,0.0465,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
20043,0.0336,0,0.0,0.039,0.039,none_supported,none_supported,1,1
20045,0.1701,1,0.1714,0.2787,0.1073,none_supported,none_supported,0,0
20047,0.0208,0,0.0,0.0196,0.0196,none_supported,none_supported,1,1
20049,0.0174,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20051,0.0674,0,0.0465,0.0897,0.0432,none_supported,none_supported,1,1
20053,0.0299,0,0.0,0.039,0.039,none_supported,none_supported,1,1
20055,0.0664,0,0.0234,0.0897,0.0664,none_supported,none_supported,1,1
20057,0.0663,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
20059,0.0646,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
20061,0.0836,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
20063,0.0178,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20065,0.0179,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20067,0.0333,0,0.0,0.039,0.039,none_supported,none_supported,1,1
20069,0.0273,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
20071,0.0132,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20073,0.0254,0,0.0,0.0297,0.0297,none_supported,none_supported,1,1
20075,0.019,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20077,0.027,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
20079,0.0781,1,0.0465,0.125,0.0785,none_supported,none_supported,0,0
20081,0.0228,0,0.0,0.0242,0.0242,none_supported,none_supported,1,1
20083,0.015,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20085,0.0465,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
20087,0.055,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
20089,0.0196,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20091,0.3523,1,0.2623,0.5294,0.2671,none_supported,atypical,0,0
20093,0.0218,0,0.0,0.0237,0.0237,none_supported,none_supported,1,1
20095,0.0315,1,0.0,0.039,0.039,none_supported,none_supported,0,0
20097,0.0179,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20099,0.0573,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
20101,0.0148,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20103,0.1142,0,0.1304,0.2195,0.0891,none_supported,none_supported,1,1
20105,0.0211,0,0.0,0.0196,0.0196,none_supported,none_supported,1,1
20107,0.0382,0,0.0,0.0488,0.0488,none_supported,none_supported,1,1
20109,0.0188,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20111,0.0728,1,0.0465,0.1212,0.0747,none_supported,none_supported,0,0
20113,0.063,1,0.0234,0.08,0.0566,none_supported,none_supported,0,0
20115,0.0396,1,0.0,0.0571,0.0571,none_supported,none_supported,0,0
20117,0.037,0,0.0,0.0526,0.0526,none_supported,none_supported,1,1
20119,0.0197,0,0.0,0.0236,0.0236,none_supported,none_supported,1,1
20121,0.0715,0,0.0465,0.1139,0.0674,none_supported,none_supported,1,1
20123,0.0237,0,0.0,0.0309,0.0309,none_supported,none_supported,1,1
20125,0.0645,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
20127,0.0292,0,0.0,0.0326,0.0326,none_supported,none_supported,1,1
20129,0.0162,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20131,0.0383,0,0.0,0.0455,0.0455,none_supported,none_supported,1,1
20133,0.0466,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
20135,0.0168,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20137,0.0278,0,0.0,0.029,0.029,none_supported,none_supported,1,1
20139,0.0483,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
20141,0.02,0,0.0,0.0217,0.0217,none_supported,none_supported,1,1
20143,0.0292,0,0.0,0.0303,0.0303,none_supported,none_supported,1,1
20145,0.0316,0,0.0,0.0357,0.0357,none_supported,none_supported,1,1
20147,0.0238,0,0.0,0.0253,0.0253,none_supported,none_supported,1,1
20149,0.0575,0,0.0234,0.0773,0.054,none_supported,none_supported,1,1
20151,0.0325,0,0.0,0.0488,0.0488,none_supported,none_supported,1,1
20153,0.0176,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20155,0.0892,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
20157,0.0234,0,0.0,0.0263,0.0263,none_supported,none_supported,1,1
20159,0.0361,0,0.0,0.0465,0.0465,none_supported,none_supported,1,1
20161,0.1162,1,0.1304,0.2222,0.0918,none_supported,none_supported,0,0
20163,0.0269,0,0.0,0.0253,0.0253,none_supported,none_supported,1,1
20165,0.0214,0,0.0,0.0196,0.0196,none_supported,none_supported,1,1
20167,0.0289,0,0.0,0.033,0.033,none_supported,none_supported,1,1
20169,0.0881,1,0.0743,0.1607,0.0864,none_supported,none_supported,0,0
20171,0.0251,0,0.0,0.0263,0.0263,none_supported,none_supported,1,1
20173,0.2301,1,0.1735,0.3,0.1265,none_supported,atypical,0,0
20175,0.0569,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
20177,0.1677,0,0.1714,0.2589,0.0875,none_supported,none_supported,1,1
20179,0.0178,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20181,0.0261,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
20183,0.0232,0,0.0,0.0222,0.0222,none_supported,none_supported,1,1
20185,0.0238,0,0.0,0.0242,0.0242,none_supported,none_supported,1,1
20187,0.0179,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20189,0.0258,0,0.0,0.0267,0.0267,none_supported,none_supported,1,1
20191,0.0488,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
20193,0.0273,0,0.0,0.0375,0.0375,none_supported,none_supported,1,1
20195,0.0195,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20197,0.033,0,0.0,0.039,0.039,none_supported,none_supported,1,1
20199,0.0121,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20201,0.0265,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
20203,0.0162,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
20205,0.0318,0,0.0,0.0408,0.0408,none_supported,none_supported,1,1
20207,0.0244,0,0.0,0.0236,0.0236,none_supported,none_supported,1,1
20209,0.2046,0,0.1735,0.2903,0.1169,none_supported,atypical,1,0
21001,0.0483,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21003,0.0511,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21005,0.0698,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
21007,0.0379,0,0.0,0.0465,0.0465,none_supported,none_supported,1,1
21009,0.0765,1,0.0741,0.125,0.0509,none_supported,none_supported,0,0
21011,0.0467,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21013,0.0537,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
21015,0.1464,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
21017,0.0611,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
21019,0.0966,1,0.0743,0.1765,0.1022,none_supported,none_supported,0,0
21021,0.0831,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
21023,0.0394,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
21025,0.0459,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21027,0.0544,1,0.0106,0.0721,0.0615,none_supported,none_supported,0,0
21029,0.114,0,0.0889,0.1875,0.0986,none_supported,none_supported,1,1
21031,0.0429,1,0.0106,0.0711,0.0605,none_supported,none_supported,0,0
21033,0.0426,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21035,0.0778,0,0.0741,0.125,0.0509,none_supported,none_supported,1,1
21037,0.1448,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
21039,0.0307,0,0.0,0.0326,0.0326,none_supported,none_supported,1,1
21041,0.0478,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21043,0.1943,0,0.1714,0.2787,0.1073,none_supported,atypical,1,0
21045,0.0467,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21047,0.0998,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
21049,0.2458,0,0.1735,0.3333,0.1599,none_supported,atypical,1,0
21051,0.0472,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21053,0.04,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
21055,0.039,0,0.0,0.05,0.05,none_supported,none_supported,1,1
21057,0.0307,0,0.0,0.0366,0.0366,none_supported,none_supported,1,1
21059,0.1238,1,0.1304,0.2589,0.1285,none_supported,none_supported,0,0
21061,0.0455,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21063,0.0364,0,0.0,0.0465,0.0465,none_supported,none_supported,1,1
21065,0.0488,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21067,0.5101,1,0.325,0.7143,0.3893,enacted_supported,atypical,1,0
21069,0.0507,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21071,0.0793,0,0.0741,0.1607,0.0866,none_supported,none_supported,1,1
21073,0.1101,0,0.0743,0.2195,0.1452,none_supported,none_supported,1,1
21075,0.039,0,0.0,0.0526,0.0526,none_supported,none_supported,1,1
21077,0.047,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21079,0.0501,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21081,0.0638,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
21083,0.0668,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
21085,0.0596,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
21087,0.0391,0,0.0082,0.0679,0.0597,none_supported,none_supported,1,1
21089,0.0759,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
21091,0.1247,1,0.1707,0.2589,0.0882,none_supported,none_supported,0,0
21093,0.1251,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
21095,0.0545,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21097,0.0572,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
21099,0.0525,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21101,0.0894,0,0.0743,0.1304,0.0561,none_supported,none_supported,1,1
21103,0.0538,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21105,0.0294,0,0.0,0.0323,0.0323,none_supported,none_supported,1,1
21107,0.0865,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
21109,0.0433,0,0.0082,0.0685,0.0603,none_supported,none_supported,1,1
21111,0.4912,0,0.2647,0.6,0.3353,indeterminate,atypical,1,0
21113,0.1049,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
21115,0.0577,0,0.0106,0.0744,0.0637,none_supported,none_supported,1,1
21117,0.171,0,0.1714,0.2589,0.0875,none_supported,none_supported,1,1
21119,0.0456,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21121,0.0633,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
21123,0.0524,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21125,0.0824,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
21127,0.05,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21129,0.038,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
21131,0.0385,0,0.0,0.05,0.05,none_supported,none_supported,1,1
21133,0.0569,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21135,0.041,0,0.0082,0.0625,0.0543,none_supported,none_supported,1,1
21137,0.0636,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
21139,0.0364,0,0.0,0.0541,0.0541,none_supported,none_supported,1,1
21141,0.0618,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
21143,0.0388,0,0.0106,0.0679,0.0572,none_supported,none_supported,1,1
21145,0.1249,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
21147,0.0455,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21149,0.0411,0,0.0082,0.0571,0.0489,none_supported,none_supported,1,1
21151,0.1219,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
21153,0.0436,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21155,0.0591,0,0.0234,0.0765,0.0531,none_supported,none_supported,1,1
21157,0.0684,0,0.0465,0.0833,0.0368,none_supported,none_supported,1,1
21159,0.0402,0,0.0082,0.0571,0.0489,none_supported,none_supported,1,1
21161,0.1858,0,0.1714,0.2787,0.1073,none_supported,none_supported,1,1
21163,0.0688,1,0.0465,0.0833,0.0368,none_supported,none_supported,0,0
21165,0.0315,0,0.0,0.039,0.039,none_supported,none_supported,1,1
21167,0.1906,1,0.1714,0.2787,0.1073,none_supported,atypical,0,0
21169,0.0411,0,0.0082,0.0625,0.0543,none_supported,none_supported,1,1
21171,0.0402,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
21173,0.0724,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
21175,0.0434,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21177,0.0654,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
21179,0.0848,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
21181,0.0404,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
21183,0.0567,0,0.0106,0.0744,0.0637,none_supported,none_supported,1,1
21185,0.3088,1,0.25,0.5294,0.2794,none_supported,atypical,0,0
21187,0.0408,0,0.0106,0.0708,0.0601,none_supported,none_supported,1,1
21189,0.0259,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
21191,0.048,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21193,0.0621,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
21195,0.0749,0,0.0743,0.1212,0.0469,none_supported,none_supported,1,1
21197,0.0523,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21199,0.0818,0,0.0743,0.1698,0.0955,none_supported,none_supported,1,1
21201,0.0233,0,0.0,0.0244,0.0244,none_supported,none_supported,1,1
21203,0.0512,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21205,0.0751,0,0.0234,0.1176,0.0943,none_supported,none_supported,1,1
21207,0.0521,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21209,0.1056,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
21211,0.0889,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
21213,0.1979,1,0.1714,0.2787,0.1073,none_supported,atypical,0,0
21215,0.0642,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
21217,0.0645,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
21219,0.0449,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21221,0.0489,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21223,0.0458,0,0.0106,0.0711,0.0605,none_supported,none_supported,1,1
21225,0.0448,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21227,0.143,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
21229,0.0426,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21231,0.0505,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21233,0.0467,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
21235,0.0696,0,0.0465,0.0833,0.0368,none_supported,none_supported,1,1
21237,0.0337,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
21239,0.0815,1,0.0743,0.125,0.0507,none_supported,none_supported,0,0
22001,0.0775,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
22003,0.0501,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
22005,0.1399,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
22007,0.0629,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
22009,0.0693,0,0.0465,0.0901,0.0436,none_supported,none_supported,1,1
22011,0.0582,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
22013,0.0491,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
22015,0.1212,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
22017,0.1769,1,0.1714,0.2787,0.1073,none_supported,atypical,0,0
22019,0.1471,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
22021,0.0359,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
22023,0.0244,0,0.0,0.0241,0.0241,none_supported,none_supported,1,1
22025,0.0318,0,0.0,0.0435,0.0435,none_supported,none_supported,1,1
22027,0.0458,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
22029,0.0576,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
22031,0.0635,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
22033,0.2851,0,0.25,0.4375,0.1875,none_supported,atypical,1,0
22035,0.0459,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
22037,0.064,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
22039,0.0649,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
22041,0.0567,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
22043,0.0476,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
22045,0.0991,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
22047,0.0786,0,0.0465,0.125,0.0785,none_supported,none_supported,1,1
22049,0.0463,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
22051,0.2592,0,0.1735,0.3,0.1265,none_supported,atypical,1,0
22053,0.0635,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
22055,0.1941,0,0.1714,0.2698,0.0984,none_supported,atypical,1,0
22057,0.0974,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
22059,0.0374,0,0.0082,0.0588,0.0506,none_supported,none_supported,1,1
22061,0.0914,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
22063,0.1161,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
22065,0.0473,0,0.0106,0.0726,0.0619,none_supported,none_supported,1,1
22067,0.0608,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
22069,0.0734,0,0.0234,0.1139,0.0905,none_supported,none_supported,1,1
22071,0.296,1,0.25,0.5294,0.2794,none_supported,atypical,0,0
22073,0.1469,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
22075,0.0599,0,0.0234,0.0761,0.0527,none_supported,none_supported,1,1
22077,0.0614,0,0.0234,0.0791,0.0557,none_supported,none_supported,1,1
22079,0.1188,0,0.1304,0.2195,0.0891,none_supported,none_supported,1,1
22081,0.0417,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
22083,0.3042,0,0.1735,0.5294,0.3559,none_supported,atypical,1,0
22085,0.0462,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
22087,0.0869,0,0.0743,0.1667,0.0924,none_supported,none_supported,1,1
22089,0.0967,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
22091,0.0501,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
22093,0.0722,0,0.0234,0.1212,0.0978,none_supported,none_supported,1,1
22095,0.1169,0,0.1304,0.2245,0.0941,none_supported,none_supported,1,1
22097,0.1099,0,0.0743,0.2195,0.1452,none_supported,none_supported,1,1
22099,0.0819,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
22101,0.0859,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
22103,0.1687,0,0.1714,0.2589,0.0875,none_supported,none_supported,1,1
22105,0.1282,0,0.1667,0.2589,0.0923,none_supported,none_supported,1,1
22107,0.0316,0,0.0,0.039,0.039,none_supported,none_supported,1,1
22109,0.1024,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
22111,0.052,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
22113,0.0744,0,0.0465,0.1139,0.0674,none_supported,none_supported,1,1
22115,0.0636,0,0.0234,0.0809,0.0575,none_supported,none_supported,1,1
22117,0.0768,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
22119,0.075,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
22121,0.0843,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
22123,0.0398,0,0.0,0.05,0.05,none_supported,none_supported,1,1
22125,0.0551,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
22127,0.0422,0,0.0106,0.0711,0.0605,none_supported,none_supported,1,1
23001,0.3502,0,0.2623,0.5294,0.2671,none_supported,atypical,1,0
23003,0.3713,0,0.2623,0.5652,0.3029,none_supported,atypical,1,0
