fips,calibrated_score,has_enacted_restrictive,va_p_lower,va_p_upper,va_width,set_90,set_80,covered_90,covered_80
29035,0.0263,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
29037,0.3282,0,0.25,0.5294,0.2794,none_supported,atypical,1,0
29039,0.0441,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29041,0.0338,0,0.0,0.039,0.039,none_supported,none_supported,1,1
29043,0.1034,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
29045,0.0329,0,0.0,0.039,0.039,none_supported,none_supported,1,1
29047,0.502,0,0.2647,0.5652,0.3005,none_supported,atypical,1,0
29049,0.0604,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
29051,0.1091,0,0.0889,0.2195,0.1306,none_supported,none_supported,1,1
29053,0.0519,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29055,0.0528,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29057,0.0292,0,0.0,0.039,0.039,none_supported,none_supported,1,1
29059,0.051,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29061,0.0327,0,0.0,0.039,0.039,none_supported,none_supported,1,1
29063,0.0371,0,0.0082,0.0588,0.0506,none_supported,none_supported,1,1
29065,0.0412,0,0.0082,0.0704,0.0622,none_supported,none_supported,1,1
29067,0.0338,0,0.0,0.0503,0.0503,none_supported,none_supported,1,1
29069,0.0587,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
29071,0.4609,1,0.2647,0.5652,0.3005,none_supported,atypical,0,0
29073,0.0438,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29075,0.0315,0,0.0,0.0375,0.0375,none_supported,none_supported,1,1
29077,0.1846,0,0.1714,0.2787,0.1073,none_supported,atypical,1,0
29079,0.0351,0,0.0,0.0541,0.0541,none_supported,none_supported,1,1
29081,0.0337,0,0.0,0.039,0.039,none_supported,none_supported,1,1
29083,0.0567,0,0.0106,0.0738,0.0631,none_supported,none_supported,1,1
29085,0.0354,0,0.0,0.0488,0.0488,none_supported,none_supported,1,1
29087,0.0252,0,0.0,0.0263,0.0263,none_supported,none_supported,1,1
29089,0.0424,0,0.0106,0.0704,0.0598,none_supported,none_supported,1,1
29091,0.068,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
29093,0.0372,0,0.0,0.05,0.05,none_supported,none_supported,1,1
29095,0.5811,1,0.3333,0.75,0.4167,enacted_supported,atypical,1,0
29097,0.4972,0,0.2647,0.6,0.3353,indeterminate,atypical,1,0
29099,0.3967,0,0.2623,0.5652,0.3029,none_supported,atypical,1,0
29101,0.0842,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
29103,0.0236,0,0.0,0.025,0.025,none_supported,none_supported,1,1
29105,0.0627,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
29107,0.0628,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
29109,0.068,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
29111,0.0383,0,0.0,0.0556,0.0556,none_supported,none_supported,1,1
29113,0.0853,0,0.0743,0.1698,0.0955,none_supported,none_supported,1,1
29115,0.0406,0,0.0106,0.0679,0.0572,none_supported,none_supported,1,1
29117,0.0465,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29119,0.0572,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29121,0.0439,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29123,0.043,0,0.0106,0.0711,0.0605,none_supported,none_supported,1,1
29125,0.0336,0,0.0,0.039,0.039,none_supported,none_supported,1,1
29127,0.0654,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
29129,0.0223,0,0.0,0.0241,0.0241,none_supported,none_supported,1,1
29131,0.0562,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29133,0.0445,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29135,0.047,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29137,0.0349,0,0.0,0.0417,0.0417,none_supported,none_supported,1,1
29139,0.2314,0,0.1714,0.3,0.1286,none_supported,atypical,1,0
29141,0.0531,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29143,0.0445,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29145,0.0864,0,0.0743,0.1429,0.0686,none_supported,none_supported,1,1
29147,0.1626,0,0.1714,0.2698,0.0984,none_supported,none_supported,1,1
29149,0.0323,0,0.0,0.039,0.039,none_supported,none_supported,1,1
29151,0.0416,0,0.0082,0.0571,0.0489,none_supported,none_supported,1,1
29153,0.032,0,0.0,0.039,0.039,none_supported,none_supported,1,1
29155,0.0493,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29157,0.0508,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29159,0.0763,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
29161,0.0747,0,0.0741,0.125,0.0509,none_supported,none_supported,1,1
29163,0.0456,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29165,0.1975,0,0.1714,0.2787,0.1073,none_supported,atypical,1,0
29167,0.0645,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
29169,0.0828,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
29171,0.0266,0,0.0,0.0274,0.0274,none_supported,none_supported,1,1
29173,0.0407,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
29175,0.0583,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
29177,0.0605,0,0.0234,0.0748,0.0514,none_supported,none_supported,1,1
29179,0.0239,0,0.0,0.0303,0.0303,none_supported,none_supported,1,1
29181,0.0346,0,0.0,0.05,0.05,none_supported,none_supported,1,1
29183,0.5329,1,0.2647,0.6,0.3353,indeterminate,atypical,1,0
29185,0.0362,0,0.0,0.0435,0.0435,none_supported,none_supported,1,1
29186,0.0514,0,0.0106,0.0738,0.0631,none_supported,none_supported,1,1
29187,0.0942,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
29189,0.6963,0,0.3333,0.8,0.4667,enacted_supported,atypical,0,0
29195,0.0552,0,0.0234,0.0753,0.0519,none_supported,none_supported,1,1
29197,0.026,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
29199,0.0256,0,0.0,0.0297,0.0297,none_supported,none_supported,1,1
29201,0.0739,0,0.0465,0.1139,0.0674,none_supported,none_supported,1,1
29203,0.0256,0,0.0,0.0323,0.0323,none_supported,none_supported,1,1
29205,0.0316,0,0.0,0.0326,0.0326,none_supported,none_supported,1,1
29207,0.0523,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29209,0.0625,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
29211,0.0277,0,0.0,0.0319,0.0319,none_supported,none_supported,1,1
29213,0.0766,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
29215,0.0512,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29217,0.0506,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29219,0.2246,0,0.1714,0.3,0.1286,none_supported,atypical,1,0
29221,0.0477,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29223,0.0363,0,0.0,0.0465,0.0465,none_supported,none_supported,1,1
29225,0.2096,0,0.1714,0.3,0.1286,none_supported,atypical,1,0
29227,0.0211,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
29229,0.0477,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
29510,0.3941,0,0.2623,0.5294,0.2671,none_supported,atypical,1,0
30001,0.0271,0,0.0,0.0353,0.0353,none_supported,none_supported,1,1
30003,0.0362,0,0.0106,0.0711,0.0605,none_supported,none_supported,1,1
30005,0.0253,0,0.0,0.039,0.039,none_supported,none_supported,1,1
30007,0.0289,0,0.0,0.0337,0.0337,none_supported,none_supported,1,1
30009,0.0374,0,0.0,0.0526,0.0526,none_supported,none_supported,1,1
30011,0.0113,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30013,0.0961,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
30015,0.0277,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
30017,0.0339,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
30019,0.0124,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30021,0.0294,0,0.0,0.0353,0.0353,none_supported,none_supported,1,1
30023,0.042,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
30025,0.0173,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30027,0.0311,0,0.0,0.039,0.039,none_supported,none_supported,1,1
30029,0.092,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
30031,0.1203,0,0.1569,0.2273,0.0704,none_supported,none_supported,1,1
30033,0.0072,0,0.0,0.0184,0.0184,none_supported,none_supported,1,1
30035,0.05,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
30037,0.0108,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30039,0.0244,0,0.0,0.0253,0.0253,none_supported,none_supported,1,1
30041,0.0398,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
30043,0.0421,0,0.0106,0.0588,0.0482,none_supported,none_supported,1,1
30045,0.0171,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30047,0.0662,0,0.0234,0.0897,0.0664,none_supported,none_supported,1,1
30049,0.0927,0,0.0743,0.15,0.0757,none_supported,none_supported,1,1
30051,0.0172,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30053,0.0439,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
30055,0.014,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30057,0.0284,0,0.0,0.038,0.038,none_supported,none_supported,1,1
30059,0.0148,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30061,0.0253,0,0.0,0.0278,0.0278,none_supported,none_supported,1,1
30063,0.1271,1,0.1707,0.2589,0.0882,none_supported,none_supported,0,0
30065,0.0228,0,0.0,0.0239,0.0239,none_supported,none_supported,1,1
30067,0.0506,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
30069,0.0057,0,0.0,0.0183,0.0183,none_supported,none_supported,1,1
30071,0.0183,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30073,0.028,0,0.0,0.0319,0.0319,none_supported,none_supported,1,1
30075,0.0118,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30077,0.0277,0,0.0,0.0312,0.0312,none_supported,none_supported,1,1
30079,0.0119,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30081,0.0665,0,0.0234,0.0854,0.062,none_supported,none_supported,1,1
30083,0.0297,0,0.0,0.039,0.039,none_supported,none_supported,1,1
30085,0.0382,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
30087,0.0307,0,0.0,0.0326,0.0326,none_supported,none_supported,1,1
30089,0.0352,0,0.0,0.0455,0.0455,none_supported,none_supported,1,1
30091,0.0218,0,0.0,0.0222,0.0222,none_supported,none_supported,1,1
30093,0.0826,0,0.0743,0.15,0.0757,none_supported,none_supported,1,1
30095,0.0292,0,0.0,0.039,0.039,none_supported,none_supported,1,1
30097,0.0219,0,0.0,0.0204,0.0204,none_supported,none_supported,1,1
30099,0.0242,0,0.0,0.03,0.03,none_supported,none_supported,1,1
30101,0.0217,0,0.0,0.025,0.025,none_supported,none_supported,1,1
30103,0.0089,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30105,0.0247,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
30107,0.0181,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30109,0.0122,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
30111,0.1231,0,0.1667,0.2589,0.0923,none_supported,none_supported,1,1
31001,0.0699,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
31003,0.0274,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
31005,0.008,0,0.0,0.0184,0.0184,none_supported,none_supported,1,1
31007,0.0093,0,0.0,0.0185,0.0185,none_supported,none_supported,1,1
31009,0.0085,0,0.0,0.0184,0.0184,none_supported,none_supported,1,1
31011,0.0269,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
31013,0.0379,0,0.0,0.05,0.05,none_supported,none_supported,1,1
31015,0.0151,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31017,0.0179,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31019,0.0881,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
31021,0.0338,0,0.0,0.039,0.039,none_supported,none_supported,1,1
31023,0.0359,0,0.0,0.0417,0.0417,none_supported,none_supported,1,1
31025,0.0652,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
31027,0.0324,0,0.0,0.039,0.039,none_supported,none_supported,1,1
31029,0.0225,0,0.0,0.0213,0.0213,none_supported,none_supported,1,1
31031,0.0217,0,0.0,0.0196,0.0196,none_supported,none_supported,1,1
31033,0.0331,0,0.0,0.039,0.039,none_supported,none_supported,1,1
31035,0.0282,0,0.0,0.0326,0.0326,none_supported,none_supported,1,1
31037,0.0431,0,0.0106,0.0708,0.0601,none_supported,none_supported,1,1
31039,0.0367,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
31041,0.0267,1,0.0,0.039,0.039,none_supported,none_supported,0,0
31043,0.0672,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
31045,0.0334,0,0.0,0.039,0.039,none_supported,none_supported,1,1
31047,0.0525,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
31049,0.0156,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31051,0.0296,0,0.0,0.0326,0.0326,none_supported,none_supported,1,1
31053,0.0735,0,0.0465,0.125,0.0785,none_supported,none_supported,1,1
31055,0.3869,0,0.2623,0.5652,0.3029,none_supported,atypical,1,0
31057,0.0151,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31059,0.0314,0,0.0,0.0326,0.0326,none_supported,none_supported,1,1
31061,0.0198,0,0.0,0.0196,0.0196,none_supported,none_supported,1,1
31063,0.0181,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31065,0.0252,0,0.0,0.0256,0.0256,none_supported,none_supported,1,1
31067,0.0538,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
31069,0.0135,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31071,0.0169,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31073,0.0179,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31075,0.0094,0,0.0,0.0185,0.0185,none_supported,none_supported,1,1
31077,0.0187,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31079,0.0936,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
31081,0.0381,0,0.0,0.05,0.05,none_supported,none_supported,1,1
31083,0.0198,0,0.0,0.0217,0.0217,none_supported,none_supported,1,1
31085,0.0118,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31087,0.0182,1,0.0,0.0187,0.0187,none_supported,none_supported,0,0
31089,0.0307,0,0.0,0.0345,0.0345,none_supported,none_supported,1,1
31091,0.0094,0,0.0,0.0186,0.0186,none_supported,none_supported,1,1
31093,0.0283,0,0.0,0.037,0.037,none_supported,none_supported,1,1
31095,0.0322,0,0.0,0.039,0.039,none_supported,none_supported,1,1
31097,0.0288,0,0.0,0.039,0.039,none_supported,none_supported,1,1
31099,0.0319,0,0.0,0.039,0.039,none_supported,none_supported,1,1
31101,0.0318,0,0.0,0.039,0.039,none_supported,none_supported,1,1
31103,0.0122,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31105,0.018,0,0.0,0.02,0.02,none_supported,none_supported,1,1
31107,0.034,0,0.0,0.039,0.039,none_supported,none_supported,1,1
31109,0.2061,0,0.1735,0.3,0.1265,none_supported,atypical,1,0
31111,0.0585,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
31113,0.0107,1,0.0,0.0187,0.0187,none_supported,none_supported,0,0
31115,0.0093,0,0.0,0.0186,0.0186,none_supported,none_supported,1,1
31117,0.0072,0,0.0,0.0184,0.0184,none_supported,none_supported,1,1
31119,0.0669,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
31121,0.0333,0,0.0,0.039,0.039,none_supported,none_supported,1,1
31123,0.0193,0,0.0,0.0237,0.0237,none_supported,none_supported,1,1
31125,0.0248,0,0.0,0.0243,0.0243,none_supported,none_supported,1,1
31127,0.0383,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
31129,0.0213,0,0.0,0.0253,0.0253,none_supported,none_supported,1,1
31131,0.0496,1,0.0106,0.0721,0.0615,none_supported,none_supported,0,0
31133,0.0218,0,0.0,0.0204,0.0204,none_supported,none_supported,1,1
31135,0.0171,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31137,0.036,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
31139,0.031,0,0.0,0.0366,0.0366,none_supported,none_supported,1,1
31141,0.0675,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
31143,0.0284,0,0.0,0.0319,0.0319,none_supported,none_supported,1,1
31145,0.0378,0,0.0,0.05,0.05,none_supported,none_supported,1,1
31147,0.0353,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
31149,0.0136,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31151,0.0493,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
31153,0.2925,0,0.1735,0.3333,0.1599,none_supported,atypical,1,0
31155,0.0532,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
31157,0.0707,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
31159,0.0503,1,0.0106,0.0721,0.0615,none_supported,none_supported,0,0
31161,0.0192,0,0.0,0.0231,0.0231,none_supported,none_supported,1,1
31163,0.0188,0,0.0,0.0227,0.0227,none_supported,none_supported,1,1
31165,0.0103,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31167,0.0288,0,0.0,0.0326,0.0326,none_supported,none_supported,1,1
31169,0.0235,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
31171,0.0091,0,0.0,0.0185,0.0185,none_supported,none_supported,1,1
31173,0.0392,0,0.0,0.0625,0.0625,none_supported,none_supported,1,1
31175,0.0246,0,0.0,0.0256,0.0256,none_supported,none_supported,1,1
31177,0.0603,0,0.0234,0.0791,0.0557,none_supported,none_supported,1,1
31179,0.0408,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
31181,0.0233,0,0.0,0.0236,0.0236,none_supported,none_supported,1,1
31183,0.0122,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
31185,0.0459,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
32001,0.0415,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
32003,0.5012,0,0.2647,0.5652,0.3005,none_supported,atypical,1,0
32005,0.0834,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
32007,0.0516,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
32009,0.0094,0,0.0,0.0185,0.0185,none_supported,none_supported,1,1
32011,0.0113,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
32013,0.0341,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
32015,0.0219,0,0.0,0.0208,0.0208,none_supported,none_supported,1,1
32017,0.0156,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
32019,0.0755,0,0.0741,0.1212,0.0471,none_supported,none_supported,1,1
32021,0.0227,0,0.0,0.0238,0.0238,none_supported,none_supported,1,1
32023,0.0533,0,0.0234,0.0769,0.0535,none_supported,none_supported,1,1
32027,0.0215,0,0.0,0.0247,0.0247,none_supported,none_supported,1,1
32029,0.039,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
32031,0.2699,1,0.1735,0.35,0.1765,none_supported,atypical,0,0
32033,0.0219,0,0.0,0.029,0.029,none_supported,none_supported,1,1
32510,0.1221,0,0.1304,0.2544,0.124,none_supported,none_supported,1,1
33001,0.1078,0,0.0743,0.2195,0.1452,none_supported,none_supported,1,1
33003,0.0949,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
33005,0.1207,0,0.1304,0.2273,0.0968,none_supported,none_supported,1,1
33007,0.0649,0,0.0234,0.0897,0.0664,none_supported,none_supported,1,1
33009,0.1258,0,0.1304,0.2273,0.0968,none_supported,none_supported,1,1
33011,0.231,0,0.1735,0.3,0.1265,none_supported,atypical,1,0
33013,0.1517,0,0.1714,0.2589,0.0875,none_supported,none_supported,1,1
33015,0.3351,0,0.2623,0.5294,0.2671,none_supported,atypical,1,0
33017,0.18,0,0.1714,0.2787,0.1073,none_supported,atypical,1,0
33019,0.0935,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
34001,0.1999,0,0.1735,0.2903,0.1169,none_supported,atypical,1,0
34003,0.3804,0,0.2623,0.5652,0.3029,none_supported,atypical,1,0
34005,0.2634,1,0.1735,0.3333,0.1599,none_supported,atypical,0,0
34007,0.3045,1,0.25,0.5294,0.2794,none_supported,atypical,0,0
34009,0.1356,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
34011,0.5596,1,0.3333,0.7143,0.381,enacted_supported,atypical,1,0
34013,0.5765,0,0.3333,0.75,0.4167,enacted_supported,atypical,0,0
34015,0.5121,0,0.325,0.6364,0.3114,enacted_supported,atypical,0,0
34017,0.5713,0,0.2647,0.7143,0.4496,enacted_supported,atypical,0,0
34019,0.1502,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
34021,0.3026,0,0.25,0.5294,0.2794,none_supported,atypical,1,0
34023,0.5163,1,0.2647,0.6,0.3353,enacted_supported,atypical,1,0
34025,0.2961,1,0.25,0.5294,0.2794,none_supported,atypical,0,0
34027,0.2524,0,0.1735,0.4,0.2265,none_supported,atypical,1,0
34029,0.2596,0,0.1735,0.3,0.1265,none_supported,atypical,1,0
34031,0.3409,0,0.2623,0.5294,0.2671,none_supported,atypical,1,0
34033,0.1098,0,0.0743,0.2195,0.1452,none_supported,none_supported,1,1
34035,0.3368,1,0.2623,0.5294,0.2671,none_supported,atypical,0,0
34037,0.3766,0,0.2623,0.5652,0.3029,none_supported,atypical,1,0
34039,0.5208,1,0.325,0.7143,0.3893,enacted_supported,atypical,1,0
34041,0.1342,1,0.1707,0.2589,0.0882,none_supported,none_supported,0,0
35001,0.3651,1,0.2623,0.5294,0.2671,none_supported,atypical,0,0
35003,0.0163,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
35005,0.0695,0,0.0234,0.0897,0.0664,none_supported,none_supported,1,1
35006,0.0595,0,0.0234,0.0778,0.0544,none_supported,none_supported,1,1
35007,0.0387,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
35009,0.0722,0,0.0465,0.1139,0.0674,none_supported,none_supported,1,1
35011,0.0148,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
35013,0.1699,0,0.1714,0.2787,0.1073,none_supported,none_supported,1,1
35015,0.069,0,0.0234,0.0809,0.0575,none_supported,none_supported,1,1
35017,0.0634,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
35019,0.0269,0,0.0,0.0297,0.0297,none_supported,none_supported,1,1
35021,0.0102,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
35023,0.0236,0,0.0,0.0238,0.0238,none_supported,none_supported,1,1
35025,0.0718,0,0.0465,0.0971,0.0506,none_supported,none_supported,1,1
35027,0.0407,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
35028,0.0902,0,0.0743,0.1591,0.0848,none_supported,none_supported,1,1
35029,0.0527,0,0.0234,0.0761,0.0527,none_supported,none_supported,1,1
35031,0.0936,0,0.0743,0.2195,0.1452,none_supported,none_supported,1,1
35033,0.0303,0,0.0,0.0345,0.0345,none_supported,none_supported,1,1
35035,0.0731,0,0.0465,0.1139,0.0674,none_supported,none_supported,1,1
35037,0.0309,0,0.0,0.039,0.039,none_supported,none_supported,1,1
35039,0.0755,0,0.0234,0.1139,0.0905,none_supported,none_supported,1,1
35041,0.0422,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
35043,0.1337,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
35045,0.0982,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
35047,0.0688,0,0.0234,0.1,0.0766,none_supported,none_supported,1,1
35049,0.1838,1,0.1714,0.2787,0.1073,none_supported,atypical,0,0
35051,0.0374,0,0.0,0.0526,0.0526,none_supported,none_supported,1,1
35053,0.0407,1,0.0106,0.0721,0.0615,none_supported,none_supported,0,0
35055,0.0899,0,0.0465,0.15,0.1035,none_supported,none_supported,1,1
35057,0.0374,0,0.0106,0.0667,0.056,none_supported,none_supported,1,1
35059,0.0211,0,0.0,0.0196,0.0196,none_supported,none_supported,1,1
35061,0.1438,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
36001,0.357,0,0.2623,0.5294,0.2671,none_supported,atypical,1,0
36003,0.0727,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
36005,0.4964,0,0.2647,0.7143,0.4496,indeterminate,atypical,1,0
36007,0.1713,0,0.1714,0.2589,0.0875,none_supported,none_supported,1,1
36009,0.0932,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
36011,0.1111,0,0.0889,0.2195,0.1306,none_supported,none_supported,1,1
36013,0.3504,0,0.2623,0.5294,0.2671,none_supported,atypical,1,0
36015,0.1211,0,0.1304,0.2566,0.1262,none_supported,none_supported,1,1
36017,0.0809,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
36019,0.1144,0,0.0889,0.2195,0.1306,none_supported,none_supported,1,1
36021,0.115,0,0.0889,0.2222,0.1333,none_supported,none_supported,1,1
36023,0.095,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
36025,0.0806,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
36027,0.2045,0,0.1735,0.2903,0.1169,none_supported,atypical,1,0
36029,0.4722,0,0.2647,0.5652,0.3005,none_supported,atypical,1,0
36031,0.0773,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
36033,0.0817,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
36035,0.09,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
36037,0.2744,0,0.1735,0.35,0.1765,none_supported,atypical,1,0
36039,0.0888,0,0.0743,0.1607,0.0864,none_supported,none_supported,1,1
36041,0.0263,0,0.0,0.0303,0.0303,none_supported,none_supported,1,1
36043,0.2387,0,0.1735,0.3333,0.1599,none_supported,atypical,1,0
36045,0.1199,0,0.1304,0.2195,0.0891,none_supported,none_supported,1,1
36047,0.576,0,0.3333,0.75,0.4167,enacted_supported,atypical,0,0
36049,0.0579,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
36051,0.1017,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
36053,0.1068,0,0.0743,0.2195,0.1452,none_supported,none_supported,1,1
36055,0.3154,0,0.25,0.5294,0.2794,none_supported,atypical,1,0
36057,0.0937,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
36059,0.3936,1,0.2623,0.5652,0.3029,none_supported,atypical,0,0
36061,0.6103,0,0.3333,1.0,0.6667,enacted_supported,atypical,0,0
36063,0.295,1,0.25,0.5294,0.2794,none_supported,atypical,0,0
36065,0.162,0,0.1714,0.2589,0.0875,none_supported,none_supported,1,1
36067,0.4284,1,0.2647,0.5652,0.3005,none_supported,atypical,0,0
36069,0.1395,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
36071,0.2097,0,0.1735,0.3,0.1265,none_supported,atypical,1,0
36073,0.0807,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
36075,0.1217,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
