fips,county_name,median_hh_income,population,land_sqmi,pop_density_sqmi,pct_bachelors_plus,acs_vintage,source
49017,"Garfield County, Utah",61688,5170,5179.556,1.0,32.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49019,"Grand County, Utah",62521,9697,3672.858,2.64,34.73,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49021,"Iron County, Utah",65527,60201,3296.167,18.26,30.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49023,"Juab County, Utah",89803,12273,3391.812,3.62,20.23,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49025,"Kane County, Utah",75000,7996,3994.14,2.0,32.14,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49027,"Millard County, Utah",70877,13179,6785.482,1.94,23.05,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49029,"Morgan County, Utah",126092,12585,609.197,20.66,38.84,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49031,"Piute County, Utah",44650,1705,758.21,2.25,19.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49033,"Rich County, Utah",76875,2588,1028.758,2.52,24.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49035,"Salt Lake County, Utah",94658,1184689,752.852,1573.6,38.63,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49037,"San Juan County, Utah",54890,14466,7823.765,1.85,20.24,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49039,"Sanpete County, Utah",67459,29209,1589.816,18.37,23.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49041,"Sevier County, Utah",73765,21854,1910.476,11.44,23.06,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49043,"Summit County, Utah",137058,42709,1870.674,22.83,58.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49045,"Tooele County, Utah",101846,76648,7040.27,10.89,23.2,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49047,"Uintah County, Utah",69861,36458,4482.881,8.13,16.83,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49049,"Utah County, Utah",96877,683622,2004.46,341.05,43.84,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49051,"Wasatch County, Utah",115146,35808,1176.952,30.42,47.72,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49053,"Washington County, Utah",76411,189827,2427.589,78.2,33.29,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49055,"Wayne County, Utah",70074,2557,2461.094,1.04,25.19,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
49057,"Weber County, Utah",87083,266183,611.048,435.62,28.05,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50001,"Addison County, Vermont",88478,37497,766.331,48.93,43.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50003,"Bennington County, Vermont",71494,37312,674.236,55.34,41.16,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50005,"Caledonia County, Vermont",66075,30425,649.213,46.86,31.95,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50007,"Chittenden County, Vermont",94310,168831,536.849,314.49,55.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50009,"Essex County, Vermont",58985,5972,662.37,9.02,21.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50011,"Franklin County, Vermont",79078,50379,630.961,79.84,28.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50013,"Grand Isle County, Vermont",90625,7393,81.77,90.41,43.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50015,"Lamoille County, Vermont",69897,26036,461.255,56.45,43.84,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50017,"Orange County, Vermont",77328,29594,687.008,43.08,36.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50019,"Orleans County, Vermont",66426,27492,694.552,39.58,28.56,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50021,"Rutland County, Vermont",64778,60484,930.55,65.0,33.53,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50023,"Washington County, Vermont",79853,59958,687.06,87.27,47.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50025,"Windham County, Vermont",68021,45913,785.959,58.42,42.35,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
50027,"Windsor County, Vermont",75247,57968,969.144,59.81,41.91,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51001,"Accomack County, Virginia",57500,33326,449.32,74.17,21.79,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51003,"Albemarle County, Virginia",102617,113683,720.472,157.79,60.6,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51005,"Alleghany County, Virginia",55160,14962,446.572,33.5,15.56,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51007,"Amelia County, Virginia",66339,13342,355.36,37.55,16.78,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51009,"Amherst County, Virginia",67298,31385,473.962,66.22,22.98,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51011,"Appomattox County, Virginia",62337,16424,334.224,49.14,20.51,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51013,"Arlington County, Virginia",140160,235463,25.997,9057.31,77.11,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51015,"Augusta County, Virginia",79972,77713,967.074,80.36,23.28,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51017,"Bath County, Virginia",61709,4123,529.202,7.79,15.55,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51019,"Bedford County, Virginia",77644,80254,760.104,105.58,33.65,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51021,"Bland County, Virginia",61375,6211,357.645,17.37,15.44,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51023,"Botetourt County, Virginia",80467,33875,541.276,62.58,27.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51025,"Brunswick County, Virginia",52978,15868,566.24,28.02,15.62,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51027,"Buchanan County, Virginia",42216,19857,502.854,39.49,10.85,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51029,"Buckingham County, Virginia",59199,16914,579.623,29.18,13.49,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51031,"Campbell County, Virginia",62608,55398,503.207,110.09,25.72,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51033,"Caroline County, Virginia",86267,31541,527.363,59.81,23.21,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51035,"Carroll County, Virginia",52575,29158,474.744,61.42,16.68,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51036,"Charles City County, Virginia",70339,6686,182.901,36.56,16.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51037,"Charlotte County, Virginia",48892,11475,475.296,24.14,18.71,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51041,"Chesterfield County, Virginia",98910,371610,423.506,877.46,42.66,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51043,"Clarke County, Virginia",114185,15060,175.958,85.59,37.28,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51045,"Craig County, Virginia",67778,4881,328.098,14.88,17.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51047,"Culpeper County, Virginia",96098,53563,379.182,141.26,26.41,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51049,"Cumberland County, Virginia",57057,9745,297.474,32.76,18.17,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51051,"Dickenson County, Virginia",43831,13920,330.44,42.13,10.72,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51053,"Dinwiddie County, Virginia",83898,28083,503.886,55.73,20.46,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51057,"Essex County, Virginia",56481,10604,257.354,41.2,17.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51059,"Fairfax County, Virginia",150113,1144474,391.02,2926.89,64.27,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51061,"Fauquier County, Virginia",129495,73935,647.994,114.1,39.68,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51063,"Floyd County, Virginia",61401,15560,380.923,40.85,23.03,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51065,"Fluvanna County, Virginia",91959,27764,287.117,96.7,35.6,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51067,"Franklin County, Virginia",68348,54958,690.61,79.58,24.33,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51069,"Frederick County, Virginia",95603,93355,413.135,225.97,30.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51071,"Giles County, Virginia",64819,16610,357.225,46.5,18.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51073,"Gloucester County, Virginia",83689,39228,217.81,180.1,25.86,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51075,"Goochland County, Virginia",118695,25613,282.029,90.82,46.99,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51077,"Grayson County, Virginia",42864,15323,441.785,34.68,13.94,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51079,"Greene County, Virginia",85268,20850,155.947,133.7,28.5,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51081,"Greensville County, Virginia",56759,11304,295.227,38.29,13.78,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51083,"Halifax County, Virginia",49244,33811,817.731,41.35,18.19,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51085,"Hanover County, Virginia",109504,111652,467.573,238.79,42.36,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51087,"Henrico County, Virginia",86397,334434,233.699,1431.05,45.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51089,"Henry County, Virginia",48445,50365,382.351,131.72,15.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51091,"Highland County, Virginia",62946,2265,415.163,5.46,35.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51093,"Isle of Wight County, Virginia",96118,39444,315.685,124.95,29.94,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51095,"James City County, Virginia",107046,80046,142.298,562.52,50.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51097,"King and Queen County, Virginia",72851,6676,315.131,21.18,19.46,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51099,"King George County, Virginia",110517,27468,179.628,152.92,35.83,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51101,"King William County, Virginia",85212,18232,273.91,66.56,24.26,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51103,"Lancaster County, Virginia",67169,10876,133.306,81.59,37.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51105,"Lee County, Virginia",42269,22042,435.378,50.63,12.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51107,"Loudoun County, Virginia",178707,427082,515.737,828.1,64.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51109,"Louisa County, Virginia",80343,39012,495.078,78.8,27.65,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51111,"Lunenburg County, Virginia",54460,11990,431.7,27.77,11.19,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51113,"Madison County, Virginia",82972,13931,320.639,43.45,27.61,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51115,"Mathews County, Virginia",75487,8517,85.911,99.14,30.11,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51117,"Mecklenburg County, Virginia",51691,30431,625.31,48.67,21.17,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51119,"Middlesex County, Virginia",74154,10774,130.33,82.67,31.61,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51121,"Montgomery County, Virginia",70769,99159,386.847,256.33,48.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51125,"Nelson County, Virginia",68525,14777,470.745,31.39,33.7,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51127,"New Kent County, Virginia",120125,24139,210.034,114.93,35.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51131,"Northampton County, Virginia",55933,12115,211.712,57.22,32.55,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51133,"Northumberland County, Virginia",69500,12085,191.432,63.13,33.88,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51135,"Nottoway County, Virginia",62161,15597,314.39,49.61,16.78,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51137,"Orange County, Virginia",94175,37208,340.515,109.27,29.45,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51139,"Page County, Virginia",59396,23750,310.017,76.61,15.22,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51141,"Patrick County, Virginia",50938,17606,482.954,36.45,15.23,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51143,"Pittsylvania County, Virginia",54115,60148,969.003,62.07,15.41,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51145,"Powhatan County, Virginia",110667,31074,260.202,119.42,34.23,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51147,"Prince Edward County, Virginia",55082,21932,349.946,62.67,24.2,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51149,"Prince George County, Virginia",88225,42873,265.342,161.58,23.98,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51153,"Prince William County, Virginia",128873,484625,335.255,1445.54,44.48,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51155,"Pulaski County, Virginia",60767,33771,319.839,105.59,21.44,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51157,"Rappahannock County, Virginia",98125,7409,266.372,27.81,35.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51159,"Richmond County, Virginia",64184,9047,191.478,47.25,17.36,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51161,"Roanoke County, Virginia",82931,96793,250.548,386.33,37.38,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51163,"Rockbridge County, Virginia",63975,22578,596.548,37.85,31.46,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51165,"Rockingham County, Virginia",78468,84739,849.794,99.72,28.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51167,"Russell County, Virginia",49020,25635,473.524,54.14,14.1,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51169,"Scott County, Virginia",45136,21504,535.827,40.13,14.25,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51171,"Shenandoah County, Virginia",64437,44630,508.079,87.84,21.37,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51173,"Smyth County, Virginia",46859,29585,451.44,65.53,18.06,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51175,"Southampton County, Virginia",68465,17988,599.196,30.02,18.59,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51177,"Spotsylvania County, Virginia",109576,143876,401.968,357.93,33.79,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51179,"Stafford County, Virginia",133792,160520,269.205,596.27,43.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51181,"Surry County, Virginia",71458,6552,278.949,23.49,25.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51183,"Sussex County, Virginia",62821,10793,490.226,22.02,15.81,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51185,"Tazewell County, Virginia",45788,39933,518.791,76.97,16.39,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51187,"Warren County, Virginia",84331,41104,214.572,191.56,24.53,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51191,"Washington County, Virginia",62774,53913,561.193,96.07,26.53,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51193,"Westmoreland County, Virginia",59766,18683,229.326,81.47,19.71,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51195,"Wise County, Virginia",50740,35727,403.44,88.56,15.61,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51197,"Wythe County, Virginia",55359,28219,461.952,61.09,19.72,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51199,"York County, Virginia",108326,70590,104.701,674.21,50.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51510,"Alexandria city, Virginia",113638,156788,14.935,10498.02,65.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51520,"Bristol city, Virginia",44706,17024,12.871,1322.66,23.92,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51530,"Buena Vista city, Virginia",54458,6612,6.438,1027.03,24.73,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51540,"Charlottesville city, Virginia",69829,45863,10.245,4476.62,60.55,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51550,"Chesapeake city, Virginia",94189,251153,338.456,742.06,36.42,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51570,"Colonial Heights city, Virginia",76250,18210,7.519,2421.86,29.49,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51580,"Covington city, Virginia",42724,5671,5.469,1036.94,9.6,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51590,"Danville city, Virginia",42778,42239,42.803,986.82,18.3,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51595,"Emporia city, Virginia",49375,5633,6.904,815.9,15.15,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51600,"Fairfax city, Virginia",132774,24478,6.241,3922.13,62.35,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51610,"Falls Church city, Virginia",154734,14593,2.046,7132.45,79.73,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51620,"Franklin city, Virginia",65125,8212,8.277,992.15,26.43,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51630,"Fredericksburg city, Virginia",85368,28383,10.45,2716.08,46.79,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51640,"Galax city, Virginia",41438,6698,8.236,813.26,18.29,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51650,"Hampton city, Virginia",67758,137334,51.461,2668.7,27.48,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51660,"Harrisonburg city, Virginia",59752,51492,17.336,2970.24,36.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51670,"Hopewell city, Virginia",48681,22944,10.354,2215.96,12.48,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51678,"Lexington city, Virginia",89598,7420,2.499,2969.19,57.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51680,"Lynchburg city, Virginia",59808,79255,48.976,1618.24,38.54,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51683,"Manassas city, Virginia",117919,42674,9.843,4335.47,33.25,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51685,"Manassas Park city, Virginia",100668,16923,3.034,5577.79,25.48,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51690,"Martinsville city, Virginia",42434,13584,10.956,1239.87,21.25,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51700,"Newport News city, Virginia",66718,184774,68.996,2678.04,29.1,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51710,"Norfolk city, Virginia",64017,235037,53.275,4411.77,32.66,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51720,"Norton city, Virginia",38497,3620,7.477,484.15,16.65,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51730,"Petersburg city, Virginia",50741,33365,22.72,1468.53,25.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51735,"Poquoson city, Virginia",120919,12556,15.357,817.61,40.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51740,"Portsmouth city, Virginia",58972,97299,33.301,2921.8,23.2,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51750,"Radford city, Virginia",52791,16505,9.676,1705.77,39.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51760,"Richmond city, Virginia",62671,227595,59.925,3798.0,44.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51770,"Roanoke city, Virginia",52671,98677,42.521,2320.67,28.89,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51775,"Salem city, Virginia",66716,25477,14.515,1755.22,31.14,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51790,"Staunton city, Virginia",62586,25765,19.92,1293.42,35.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51800,"Suffolk city, Virginia",90089,96638,399.167,242.1,32.42,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51810,"Virginia Beach city, Virginia",90685,457066,244.719,1867.72,40.42,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51820,"Waynesboro city, Virginia",56364,22574,14.97,1507.95,26.27,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51830,"Williamsburg city, Virginia",70206,15564,8.938,1741.33,48.48,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
51840,"Winchester city, Virginia",64648,27981,9.193,3043.73,31.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53001,"Adams County, Washington",65042,20690,1924.989,10.75,15.43,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53003,"Asotin County, Washington",69107,22424,636.075,35.25,24.33,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53005,"Benton County, Washington",87316,210224,1700.128,123.65,32.98,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53007,"Chelan County, Washington",78306,79518,2921.178,27.22,30.22,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53009,"Clallam County, Washington",67999,77593,1738.773,44.63,30.69,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53011,"Clark County, Washington",94948,510516,628.499,812.28,32.96,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53013,"Columbia County, Washington",71528,3996,868.585,4.6,27.22,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53015,"Cowlitz County, Washington",72932,111539,1141.159,97.74,17.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53017,"Douglas County, Washington",80374,43733,1819.244,24.04,21.86,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53019,"Ferry County, Washington",54650,7326,2203.241,3.33,18.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53021,"Franklin County, Washington",82755,97676,1241.596,78.67,20.42,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53023,"Garfield County, Washington",62411,2326,710.835,3.27,26.77,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53025,"Grant County, Washington",71115,100428,2679.547,37.48,18.16,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53027,"Grays Harbor County, Washington",63539,76397,1901.463,40.18,17.62,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53029,"Island County, Washington",88358,86747,208.474,416.1,35.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53031,"Jefferson County, Washington",71143,33313,1803.728,18.47,43.26,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53033,"King County, Washington",122148,2262713,2115.736,1069.47,55.93,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53035,"Kitsap County, Washington",98546,276581,395.111,700.01,36.53,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53037,"Kittitas County, Washington",69928,44736,2297.272,19.47,35.25,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53039,"Klickitat County, Washington",70400,23082,1871.636,12.33,31.19,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
53041,"Lewis County, Washington",69690,83925,2402.782,34.93,20.15,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
