fips,county_name,median_hh_income,population,land_sqmi,pop_density_sqmi,pct_bachelors_plus,acs_vintage,source
13007,"Baker County, Georgia",44405,2830,341.957,8.28,16.88,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13009,"Baldwin County, Georgia",55413,43669,258.699,168.8,24.13,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13011,"Banks County, Georgia",68830,18757,232.616,80.64,17.34,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13013,"Barrow County, Georgia",77477,86982,161.037,540.14,21.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13015,"Bartow County, Georgia",79431,111153,458.912,242.21,22.94,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13017,"Ben Hill County, Georgia",39081,17138,250.118,68.52,12.11,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13019,"Berrien County, Georgia",50414,18257,453.376,40.27,12.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13021,"Bibb County, Georgia",50747,156543,249.383,627.72,25.99,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13023,"Bleckley County, Georgia",53005,12414,215.878,57.5,18.29,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13025,"Brantley County, Georgia",47801,18171,443.235,41.0,10.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13027,"Brooks County, Georgia",47656,16285,493.184,33.02,13.57,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13029,"Bryan County, Georgia",94234,46681,437.564,106.68,34.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13031,"Bulloch County, Georgia",56832,81372,675.963,120.38,30.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13033,"Burke County, Georgia",50739,24427,827.04,29.54,14.26,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13035,"Butts County, Georgia",59221,26074,183.69,141.95,13.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13037,"Calhoun County, Georgia",55714,5528,280.384,19.72,12.14,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13039,"Camden County, Georgia",72399,56036,630.272,88.91,22.43,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13043,"Candler County, Georgia",50431,10972,243.059,45.14,13.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13045,"Carroll County, Georgia",72327,122187,499.135,244.8,22.43,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13047,"Catoosa County, Georgia",72425,68356,162.162,421.53,24.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13049,"Charlton County, Georgia",48534,12711,780.087,16.29,11.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13051,"Chatham County, Georgia",69575,298143,432.716,689.0,36.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13053,"Chattahoochee County, Georgia",59221,9181,248.737,36.91,27.58,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13055,"Chattooga County, Georgia",47785,24975,313.327,79.71,10.73,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13057,"Cherokee County, Georgia",105442,274539,421.019,652.08,39.45,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13059,"Clarke County, Georgia",52267,129267,119.3,1083.55,48.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13061,"Clay County, Georgia",48715,2853,195.404,14.6,22.56,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13063,"Clayton County, Georgia",58507,298771,141.756,2107.64,21.34,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13065,"Clinch County, Georgia",55549,6722,814.996,8.25,13.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13067,"Cobb County, Georgia",98712,769152,339.706,2264.17,50.38,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13069,"Coffee County, Georgia",50175,43161,592.247,72.88,13.51,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13071,"Colquitt County, Georgia",49691,45907,547.032,83.92,15.7,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13073,"Columbia County, Georgia",96122,159638,290.194,550.11,37.84,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13075,"Cook County, Georgia",50133,17363,228.451,76.0,16.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13077,"Coweta County, Georgia",94142,150071,441.071,340.24,34.66,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13079,"Crawford County, Georgia",60905,12183,324.914,37.5,14.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13081,"Crisp County, Georgia",42745,19995,272.68,73.33,15.51,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13083,"Dade County, Georgia",58936,16196,174.076,93.04,19.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13085,"Dawson County, Georgia",88986,28704,210.828,136.15,35.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13087,"Decatur County, Georgia",50485,29118,597.239,48.75,14.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13089,"DeKalb County, Georgia",77683,762105,267.683,2847.04,46.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13091,"Dodge County, Georgia",50152,19909,495.963,40.14,15.24,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13093,"Dooly County, Georgia",56545,11026,392.631,28.08,13.38,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13095,"Dougherty County, Georgia",46784,83915,328.644,255.34,23.24,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13097,"Douglas County, Georgia",80764,146141,200.206,729.95,30.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13099,"Early County, Georgia",53750,10683,512.6,20.84,16.11,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13101,"Echols County, Georgia",61723,3705,420.407,8.81,14.41,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13103,"Effingham County, Georgia",85465,67265,478.83,140.48,26.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13105,"Elbert County, Georgia",49727,19725,351.103,56.18,14.86,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13107,"Emanuel County, Georgia",50053,22961,680.574,33.74,12.84,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13109,"Evans County, Georgia",53908,10740,182.895,58.72,15.09,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13111,"Fannin County, Georgia",58073,25605,387.105,66.14,22.6,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13113,"Fayette County, Georgia",108986,120689,194.567,620.3,48.09,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13115,"Floyd County, Georgia",62540,98985,509.833,194.15,24.95,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13117,"Forsyth County, Georgia",138000,260062,224.632,1157.72,56.6,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13119,"Franklin County, Georgia",52264,23840,261.342,91.22,16.93,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13121,"Fulton County, Georgia",91490,1068507,526.74,2028.53,58.0,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13123,"Gilmer County, Georgia",72542,31976,426.216,75.02,22.73,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13125,"Glascock County, Georgia",55250,2913,143.746,20.26,14.86,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13127,"Glynn County, Georgia",68546,84987,419.636,202.53,30.44,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13129,"Gordon County, Georgia",61997,58336,356.443,163.66,17.65,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13131,"Grady County, Georgia",54312,26056,454.462,57.33,15.29,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13133,"Greene County, Georgia",84530,19586,387.517,50.54,36.42,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13135,"Gwinnett County, Georgia",84823,966972,431.124,2242.91,38.73,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13137,"Habersham County, Georgia",65622,46948,276.867,169.57,24.25,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13139,"Hall County, Georgia",77430,208395,392.628,530.77,26.73,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13141,"Hancock County, Georgia",33182,8630,471.067,18.32,8.36,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13143,"Haralson County, Georgia",65016,30720,282.165,108.87,17.43,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13145,"Harris County, Georgia",89184,35509,463.813,76.56,34.65,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13147,"Hart County, Georgia",57241,26484,232.422,113.95,18.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13149,"Heard County, Georgia",62907,11616,295.973,39.25,11.37,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13151,"Henry County, Georgia",81612,245417,318.701,770.05,28.04,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13153,"Houston County, Georgia",80743,166902,376.046,443.83,32.26,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13155,"Irwin County, Georgia",53915,9385,354.363,26.48,16.63,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13157,"Jackson County, Georgia",85012,80640,339.576,237.47,27.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13159,"Jasper County, Georgia",59574,15345,368.406,41.65,19.85,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13161,"Jeff Davis County, Georgia",40879,14838,330.919,44.84,11.46,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13163,"Jefferson County, Georgia",46561,15468,526.555,29.38,11.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13165,"Jenkins County, Georgia",36906,8674,347.378,24.97,7.82,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13167,"Johnson County, Georgia",54183,9192,303.019,30.33,9.12,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13169,"Jones County, Georgia",68259,28526,393.942,72.41,18.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13171,"Lamar County, Georgia",68457,19098,183.501,104.08,19.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13173,"Lanier County, Georgia",44361,10094,196.538,51.36,19.06,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13175,"Laurens County, Georgia",49705,49619,807.336,61.46,17.81,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13177,"Lee County, Georgia",88024,33337,355.844,93.68,33.51,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13179,"Liberty County, Georgia",59013,66826,516.463,129.39,19.88,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13181,"Lincoln County, Georgia",50688,7773,210.381,36.95,16.15,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13183,"Long County, Georgia",64747,17512,400.399,43.74,12.82,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13185,"Lowndes County, Georgia",55887,119055,497.239,239.43,27.12,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13187,"Lumpkin County, Georgia",72388,33931,282.944,119.92,31.49,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13189,"McDuffie County, Georgia",54058,21687,257.372,84.26,17.84,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13191,"McIntosh County, Georgia",50348,11187,431.347,25.94,18.63,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13193,"Macon County, Georgia",37177,11953,400.662,29.83,11.0,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13195,"Madison County, Georgia",58784,30914,282.324,109.5,20.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13197,"Marion County, Georgia",50484,7474,365.721,20.44,13.63,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13199,"Meriwether County, Georgia",56458,20757,500.907,41.44,13.04,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13201,"Miller County, Georgia",58407,5873,282.423,20.8,21.91,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13205,"Mitchell County, Georgia",51908,21441,512.158,41.86,12.86,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13207,"Monroe County, Georgia",82863,28919,396.092,73.01,28.68,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13209,"Montgomery County, Georgia",51188,8675,241.145,35.97,20.23,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13211,"Morgan County, Georgia",85692,20614,347.411,59.34,30.14,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13213,"Murray County, Georgia",67880,40282,344.494,116.93,13.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13215,"Muscogee County, Georgia",56622,204383,216.5,944.03,29.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13217,"Newton County, Georgia",73732,115530,273.814,421.93,23.58,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13219,"Oconee County, Georgia",115925,42788,184.342,232.11,54.86,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13221,"Oglethorpe County, Georgia",69784,15221,439.062,34.67,24.55,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13223,"Paulding County, Georgia",94557,174292,312.385,557.94,27.43,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13225,"Peach County, Georgia",68365,28269,150.284,188.1,24.32,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13227,"Pickens County, Georgia",75293,34197,232.059,147.36,24.88,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13229,"Pierce County, Georgia",56691,19996,340.456,58.73,18.25,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13231,"Pike County, Georgia",84184,19540,216.086,90.43,21.42,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13233,"Polk County, Georgia",55308,43365,310.34,139.73,14.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13235,"Pulaski County, Georgia",47688,9893,249.261,39.69,12.0,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13237,"Putnam County, Georgia",64163,22524,344.682,65.35,28.28,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13239,"Quitman County, Georgia",36838,2092,151.237,13.83,8.95,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13241,"Rabun County, Georgia",61466,17107,370.134,46.22,29.94,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13243,"Randolph County, Georgia",25425,6270,428.236,14.64,15.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13245,"Richmond County, Georgia",53197,206040,324.34,635.26,24.06,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13247,"Rockdale County, Georgia",72349,94293,129.819,726.34,29.1,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13249,"Schley County, Georgia",59647,4539,166.909,27.19,19.04,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13251,"Screven County, Georgia",53017,14057,645.821,21.77,14.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13253,"Seminole County, Georgia",49559,9117,237.546,38.38,15.82,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13255,"Spalding County, Georgia",60217,68215,195.97,348.09,17.87,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13257,"Stephens County, Georgia",52264,26842,178.862,150.07,14.88,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13259,"Stewart County, Georgia",35000,4978,458.748,10.85,12.33,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13261,"Sumter County, Georgia",41877,29174,482.877,60.42,21.28,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13263,"Talbot County, Georgia",45098,5753,391.377,14.7,15.05,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13265,"Taliaferro County, Georgia",48036,1740,194.607,8.94,9.92,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13267,"Tattnall County, Georgia",52351,24215,480.84,50.36,14.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13269,"Taylor County, Georgia",41743,7786,376.686,20.67,18.15,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13271,"Telfair County, Georgia",44948,12174,437.307,27.84,10.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13273,"Terrell County, Georgia",43812,8941,335.791,26.63,11.53,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13275,"Thomas County, Georgia",60140,45696,544.633,83.9,23.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13277,"Tift County, Georgia",53165,41322,260.89,158.39,20.19,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13279,"Toombs County, Georgia",54130,26943,364.013,74.02,19.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13281,"Towns County, Georgia",58400,12739,166.479,76.52,32.85,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13283,"Treutlen County, Georgia",43750,6387,199.431,32.03,12.82,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13285,"Troup County, Georgia",54905,69821,414.009,168.65,22.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13287,"Turner County, Georgia",39565,8915,285.417,31.24,11.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13289,"Twiggs County, Georgia",55439,7869,359.26,21.9,10.91,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13291,"Union County, Georgia",65697,25598,322.083,79.48,25.72,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13293,"Upson County, Georgia",50904,27856,323.467,86.12,14.83,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13295,"Walker County, Georgia",55887,68449,446.286,153.37,20.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13297,"Walton County, Georgia",82381,100361,326.82,307.08,24.92,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13299,"Ware County, Georgia",44833,35958,899.24,39.99,15.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13301,"Warren County, Georgia",46776,5175,284.358,18.2,12.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13303,"Washington County, Georgia",44009,19893,678.526,29.32,17.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13305,"Wayne County, Georgia",49562,30519,641.813,47.55,14.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13307,"Webster County, Georgia",40764,2348,209.657,11.2,11.34,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13309,"Wheeler County, Georgia",45262,7434,295.49,25.16,12.21,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13311,"White County, Georgia",69747,28454,240.744,118.19,24.27,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13313,"Whitfield County, Georgia",64262,103118,290.445,355.03,19.35,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13315,"Wilcox County, Georgia",48036,8784,377.811,23.25,14.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13317,"Wilkes County, Georgia",52542,9553,469.501,20.35,15.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13319,"Wilkinson County, Georgia",46673,8795,449.214,19.58,12.69,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
13321,"Worth County, Georgia",57201,20575,570.691,36.05,11.29,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
15001,"Hawaii County, Hawaii",77215,203684,4028.431,50.56,30.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
15003,"Honolulu County, Hawaii",104264,1003666,600.786,1670.59,37.72,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
15005,"Kalawao County, Hawaii",86250,43,11.991,3.59,32.56,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
15007,"Kauai County, Hawaii",93612,73610,619.84,118.76,30.24,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
15009,"Maui County, Hawaii",95076,164632,1161.54,141.74,30.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16001,"Ada County, Idaho",88907,508052,1052.016,482.93,43.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16003,"Adams County, Idaho",59286,4599,1362.805,3.37,21.3,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16005,"Bannock County, Idaho",64080,88457,1112.489,79.51,30.21,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16007,"Bear Lake County, Idaho",67304,6552,975.728,6.71,20.33,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16009,"Benewah County, Idaho",56553,9913,776.931,12.76,19.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16011,"Bingham County, Idaho",76842,48993,2093.732,23.4,20.79,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16013,"Blaine County, Idaho",84470,24579,2637.738,9.32,45.53,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16015,"Boise County, Idaho",77349,8045,1899.556,4.24,29.95,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16017,"Bonner County, Idaho",65168,49456,1733.225,28.53,28.93,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16019,"Bonneville County, Idaho",76646,127056,1865.96,68.09,32.21,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16021,"Boundary County, Idaho",62438,12695,1268.679,10.01,19.58,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16023,"Butte County, Idaho",43281,2654,2236.487,1.19,13.82,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16025,"Camas County, Idaho",55536,1155,1074.234,1.08,27.41,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16027,"Canyon County, Idaho",72355,242405,587.05,412.92,22.83,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16029,"Caribou County, Idaho",66653,7118,1764.194,4.03,15.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16031,"Cassia County, Idaho",67042,25165,2565.61,9.81,20.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16033,"Clark County, Idaho",52083,776,1763.145,0.44,17.3,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16035,"Clearwater County, Idaho",57961,8921,2457.314,3.63,19.45,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16037,"Custer County, Idaho",56957,4411,4922.177,0.9,25.2,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16039,"Elmore County, Idaho",58976,29046,3075.079,9.45,21.2,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16041,"Franklin County, Idaho",65991,14715,663.019,22.19,21.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16043,"Fremont County, Idaho",72767,13701,1863.96,7.35,21.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16045,"Gem County, Idaho",66245,19854,559.769,35.47,22.28,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16047,"Gooding County, Idaho",62395,15740,729.322,21.58,17.05,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16049,"Idaho County, Idaho",60975,17120,8477.499,2.02,22.0,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16051,"Jefferson County, Idaho",82952,32234,1093.681,29.47,27.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16053,"Jerome County, Idaho",69338,24788,597.543,41.48,13.36,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16055,"Kootenai County, Idaho",77034,177736,1237.78,143.59,28.76,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
16057,"Latah County, Idaho",65179,40315,1075.867,37.47,44.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
