fips,raw_oof_score,calibrated_score,score_decile,has_enacted_restrictive
45087,0.0597,0.0563,5,0
45089,0.0607,0.0559,5,0
45091,0.226,0.2434,10,1
46003,0.0234,0.0195,1,0
46005,0.0549,0.0513,5,0
46007,0.0253,0.0227,1,0
46009,0.0358,0.0291,2,0
46011,0.1052,0.1015,8,0
46013,0.0796,0.077,7,0
46015,0.0402,0.0353,3,0
46017,0.0166,0.0145,1,0
46019,0.0341,0.0295,2,0
46021,0.0239,0.0213,1,0
46023,0.0407,0.0363,3,0
46025,0.0246,0.022,1,0
46027,0.0852,0.0823,7,0
46029,0.0647,0.0615,6,0
46031,0.024,0.0208,1,0
46033,0.0422,0.0377,3,0
46035,0.0638,0.059,5,0
46037,0.0298,0.0236,1,0
46039,0.0311,0.0276,2,0
46041,0.0235,0.0179,1,0
46043,0.0284,0.0241,1,0
46045,0.0317,0.0272,2,0
46047,0.0333,0.0297,2,0
46049,0.0197,0.0165,1,0
46051,0.0399,0.0362,3,0
46053,0.0267,0.023,1,0
46055,0.0193,0.0157,1,0
46057,0.0387,0.0343,2,0
46059,0.0268,0.0241,1,0
46061,0.0301,0.0272,2,0
46063,0.0177,0.0155,1,0
46065,0.07,0.0634,6,0
46067,0.041,0.0341,2,0
46069,0.0182,0.0134,1,0
46071,0.0192,0.0169,1,0
46073,0.022,0.0187,1,0
46075,0.0189,0.0154,1,0
46077,0.032,0.0285,2,0
46079,0.0579,0.0528,5,0
46081,0.0779,0.0748,7,0
46083,0.1424,0.1451,9,0
46085,0.0277,0.0235,1,0
46087,0.0391,0.036,3,0
46089,0.0223,0.0168,1,0
46091,0.0301,0.0238,1,0
46093,0.059,0.0557,5,0
46095,0.0175,0.0145,1,0
46097,0.0219,0.0165,1,0
46099,0.2706,0.2858,10,0
46101,0.0446,0.0395,3,0
46102,0.0316,0.0275,2,0
46103,0.2199,0.2285,9,0
46105,0.0221,0.0196,1,0
46107,0.026,0.0227,1,0
46109,0.037,0.0303,2,0
46111,0.0236,0.021,1,0
46115,0.0352,0.0305,2,0
46117,0.0263,0.0236,1,0
46119,0.0182,0.016,1,0
46121,0.0333,0.0268,1,0
46123,0.0282,0.0255,1,0
46125,0.0459,0.0422,3,0
46127,0.0745,0.0681,6,0
46129,0.0394,0.0346,2,0
46135,0.0698,0.0631,6,0
46137,0.0181,0.0151,1,0
47001,0.1226,0.1211,8,1
47003,0.0835,0.0811,7,0
47005,0.0496,0.0463,4,0
47007,0.0441,0.0395,3,0
47009,0.1451,0.1434,9,0
47011,0.139,0.1399,8,0
47013,0.068,0.0613,6,0
47015,0.0565,0.0495,4,0
47017,0.0662,0.0614,6,0
47019,0.0996,0.0972,8,0
47021,0.099,0.0977,8,0
47023,0.0611,0.0561,5,0
47025,0.0715,0.0685,6,0
47027,0.039,0.0346,2,0
47029,0.0669,0.0619,6,0
47031,0.1021,0.0981,8,1
47033,0.0542,0.0471,4,0
47035,0.0882,0.0861,7,0
47037,0.5399,0.5878,10,1
47039,0.0463,0.0393,3,0
47041,0.0661,0.0628,6,1
47043,0.0938,0.0898,7,0
47045,0.0815,0.0785,7,0
47047,0.0893,0.0873,7,0
47049,0.055,0.0517,5,0
47051,0.0866,0.0838,7,0
47053,0.0862,0.0817,7,0
47055,0.0697,0.0665,6,0
47057,0.0751,0.0703,6,0
47059,0.0916,0.0875,7,0
47061,0.0459,0.0422,4,1
47063,0.1164,0.113,8,0
47065,0.4159,0.4727,10,1
47067,0.0333,0.0268,2,0
47069,0.0545,0.0512,5,0
47071,0.0607,0.0538,5,0
47073,0.1635,0.1631,9,1
47075,0.0507,0.0474,4,0
47077,0.0603,0.0534,5,0
47079,0.0793,0.0763,7,0
47081,0.0577,0.0544,5,0
47083,0.0416,0.0384,3,0
47085,0.0558,0.0507,5,0
47087,0.0462,0.043,4,0
47089,0.1042,0.1004,8,0
47091,0.1162,0.1137,8,0
47093,0.2834,0.3003,10,1
47095,0.0361,0.0325,2,0
47097,0.0555,0.0507,5,0
47099,0.1424,0.1451,9,0
47101,0.0468,0.0431,4,0
47103,0.074,0.0711,6,0
47105,0.1206,0.1185,8,1
47107,0.0889,0.0836,7,0
47109,0.0545,0.0494,4,0
47111,0.0632,0.0584,5,0
47113,0.1249,0.1258,8,0
47115,0.0645,0.0612,6,0
47117,0.0805,0.0758,7,0
47119,0.1275,0.1267,8,0
47121,0.0501,0.043,4,0
47123,0.0753,0.0706,6,0
47125,0.2672,0.2759,10,0
47127,0.0524,0.0488,4,0
47129,0.0539,0.0492,4,0
47131,0.067,0.062,6,0
47133,0.058,0.051,5,0
47135,0.0366,0.0324,2,0
47137,0.0383,0.0335,2,0
47139,0.052,0.0473,4,0
47141,0.1303,0.1277,8,0
47143,0.0754,0.0691,6,0
47145,0.1143,0.1117,8,1
47147,0.1045,0.1006,8,1
47149,0.2253,0.2301,9,0
47151,0.0502,0.0455,4,0
47153,0.0596,0.0561,5,0
47155,0.1135,0.1108,8,0
47157,0.5841,0.6619,10,1
47159,0.0622,0.0553,5,0
47161,0.0493,0.046,4,0
47163,0.1586,0.1578,9,1
47165,0.2822,0.3117,10,1
47167,0.0924,0.0883,7,0
47169,0.0511,0.044,4,0
47171,0.0673,0.0641,6,0
47173,0.0613,0.0562,5,0
47175,0.0378,0.0347,2,0
47177,0.0747,0.0716,6,1
47179,0.1737,0.1799,9,1
47181,0.0446,0.0395,3,0
47183,0.0726,0.0678,6,0
47185,0.0643,0.0575,5,0
47187,0.413,0.4693,10,0
47189,0.1783,0.1802,9,0
48001,0.0659,0.0609,6,0
48003,0.044,0.0394,3,0
48005,0.1026,0.0992,8,1
48007,0.0778,0.0751,7,0
48009,0.0399,0.035,3,0
48011,0.0205,0.0153,1,0
48013,0.0618,0.0567,5,0
48015,0.068,0.063,6,0
48017,0.0305,0.026,1,0
48019,0.0578,0.0527,5,0
48021,0.1035,0.1001,8,0
48023,0.0286,0.0258,1,0
48025,0.0505,0.0458,4,0
48027,0.1742,0.1747,9,1
48029,0.5387,0.5865,10,0
48031,0.0546,0.0498,4,0
48033,0.0184,0.0154,1,0
48035,0.0497,0.0465,4,0
48037,0.0964,0.0925,7,0
48039,0.1853,0.193,9,0
48041,0.2083,0.2124,9,1
48043,0.0435,0.0402,3,0
48045,0.0152,0.0108,1,0
48047,0.03,0.0271,2,0
48049,0.0633,0.0582,5,0
48051,0.054,0.0489,4,0
48053,0.0858,0.0829,7,0
48055,0.0711,0.0645,6,0
48057,0.0515,0.0463,4,0
48059,0.0449,0.0379,3,0
48061,0.1674,0.1697,9,1
48063,0.0515,0.0444,4,0
48065,0.0345,0.0303,2,0
48067,0.0551,0.05,4,0
48069,0.0349,0.0313,2,0
48071,0.0804,0.0774,7,0
48073,0.0675,0.0608,6,0
48075,0.0269,0.0232,1,0
48077,0.0408,0.0364,3,0
48079,0.0177,0.0143,1,0
48081,0.0244,0.0204,1,0
48083,0.0321,0.0285,2,0
48085,0.565,0.6144,10,0
48087,0.0237,0.0181,1,0
48089,0.0527,0.048,4,0
48091,0.1934,0.2042,9,0
48093,0.0433,0.0388,3,0
48095,0.0212,0.0188,1,0
48097,0.0723,0.0675,6,0
48099,0.0845,0.0788,7,0
48101,0.0171,0.0142,1,0
48103,0.0256,0.022,1,0
48105,0.0175,0.0147,1,0
48107,0.0264,0.0237,1,0
48109,0.0156,0.0112,1,0
48111,0.0291,0.0256,1,0
48113,0.5907,0.6689,10,0
48115,0.0372,0.0335,2,0
48117,0.038,0.0337,2,0
48119,0.0363,0.0315,2,0
48121,0.4016,0.437,10,0
48123,0.0456,0.0419,3,0
48125,0.0176,0.0147,1,0
48127,0.0267,0.0208,1,0
48129,0.0213,0.016,1,0
48131,0.0262,0.0203,1,0
48133,0.0477,0.0406,3,0
48135,0.1078,0.1041,8,0
48137,0.017,0.0123,1,0
48139,0.2349,0.241,10,0
48141,0.234,0.2396,10,0
48143,0.0851,0.0807,7,0
48145,0.0445,0.0399,3,0
48147,0.0639,0.0606,5,0
48149,0.0631,0.0598,5,0
48151,0.0248,0.0207,1,0
48153,0.0277,0.0235,1,0
48155,0.014,0.0111,1,0
48157,0.3322,0.3557,10,0
48159,0.0556,0.0508,5,0
48161,0.0459,0.0427,4,0
48163,0.0384,0.0316,2,0
48165,0.0384,0.0353,3,0
48167,0.229,0.2342,9,0
48169,0.024,0.0184,1,0
48171,0.0753,0.069,6,0
48173,0.0232,0.0207,1,0
48175,0.0321,0.0292,2,0
48177,0.0411,0.0366,3,0
48179,0.0462,0.0416,3,0
48181,0.1166,0.1168,8,0
48183,0.1293,0.1279,8,0
48185,0.0575,0.0505,5,0
48187,0.154,0.1529,9,0
48189,0.0531,0.048,4,0
48191,0.0207,0.0174,1,0
48193,0.0387,0.0319,2,0
48195,0.0347,0.0311,2,0
48197,0.0238,0.0206,1,0
48199,0.077,0.0739,6,0
48201,0.5366,0.5695,10,0
48203,0.0858,0.0802,7,0
48205,0.0295,0.026,1,0
48207,0.031,0.0247,1,0
48209,0.2131,0.2242,9,0
48211,0.0269,0.0226,1,0
48213,0.0874,0.0831,7,0
48215,0.2071,0.211,9,0
48217,0.0609,0.0576,5,1
48219,0.0494,0.0461,4,0
48221,0.1328,0.1317,8,0
48223,0.0642,0.0573,5,0
48225,0.0448,0.0402,3,0
48227,0.0558,0.0522,5,0
48229,0.0162,0.0117,1,0
48231,0.1017,0.0982,8,0
48233,0.0458,0.0421,3,0
48235,0.0178,0.015,1,0
48237,0.0327,0.0286,2,0
48239,0.0418,0.0369,3,0
48241,0.0519,0.0472,4,0
48243,0.022,0.0182,1,0
48245,0.1343,0.1334,8,0
48247,0.0257,0.022,1,0
48249,0.0591,0.0556,5,0
48251,0.1346,0.1322,8,0
48253,0.0417,0.038,3,0
48255,0.0424,0.0374,3,0
48257,0.1317,0.1292,8,0
48259,0.1247,0.1256,8,0
48261,0.0052,0.0039,1,0
48263,0.0151,0.0131,1,0
48265,0.0882,0.0854,7,0
48267,0.0286,0.0252,1,0
48269,0.0124,0.0097,1,0
48271,0.0213,0.0189,1,0
48273,0.0639,0.057,5,0
48275,0.0209,0.0179,1,0
48277,0.0735,0.0704,6,0
48279,0.0365,0.0322,2,0
48281,0.056,0.0524,5,0
48283,0.0225,0.0191,1,0
48285,0.0516,0.0465,4,0
48287,0.0482,0.0412,3,1
48289,0.0431,0.0381,3,0
48291,0.0756,0.0693,6,0
48293,0.0509,0.0438,4,0
48295,0.026,0.0227,1,0
48297,0.0345,0.0298,2,0
48299,0.067,0.0638,6,0
48301,0.0067,0.0051,1,0
48303,0.188,0.1896,9,0
48305,0.033,0.0284,2,0
48307,0.0328,0.0282,2,0
48309,0.1575,0.158,9,0
48311,0.0125,0.0098,1,0
48313,0.0409,0.034,2,0
48315,0.0374,0.0306,2,0
48317,0.0289,0.0246,1,0
48319,0.0409,0.0372,3,0
48321,0.0644,0.0576,5,0
48323,0.0651,0.0601,5,0
48325,0.0836,0.0791,7,0
48327,0.0203,0.0171,1,0
48329,0.1427,0.1442,9,0
48331,0.0629,0.0596,5,0
48333,0.0334,0.0288,2,0
48335,0.0321,0.0281,2,0
48337,0.0481,0.0434,4,0
48339,0.3109,0.3241,10,0
48341,0.0416,0.0347,3,0
48343,0.0449,0.0403,3,0
48345,0.0172,0.0143,1,0
48347,0.091,0.0868,7,0
48349,0.0827,0.0803,7,0
48351,0.0308,0.0245,1,0
48353,0.0391,0.0354,3,0
48355,0.1683,0.1743,9,0
48357,0.0362,0.0331,2,0
48359,0.0227,0.0188,1,0
48361,0.0977,0.0952,7,0
48363,0.0561,0.051,5,0
48365,0.0519,0.0486,4,0
48367,0.1412,0.1425,9,0
48369,0.0338,0.0273,2,0
48371,0.0305,0.027,2,0
48373,0.0638,0.0605,5,0
48375,0.0965,0.0939,7,0
48377,0.0267,0.0225,1,0
48379,0.0564,0.0529,5,0
48381,0.1389,0.1368,8,0
48383,0.0218,0.0164,1,0
48385,0.0235,0.02,1,0
48387,0.0353,0.0316,2,0
48389,0.0271,0.0229,1,0
48391,0.0283,0.0245,1,0
48393,0.0154,0.0123,1,0
48395,0.0471,0.0439,4,0
48397,0.2071,0.211,9,0
48399,0.0358,0.0327,2,0
48401,0.0717,0.0685,6,0
48403,0.0392,0.0361,3,0
48405,0.0306,0.0271,2,0
48407,0.057,0.0499,4,0
48409,0.0799,0.0774,7,0
48411,0.0299,0.0264,1,0
48413,0.0224,0.0169,1,0
48415,0.0441,0.0391,3,0
48417,0.0302,0.0239,1,0
48419,0.0478,0.0432,4,0
48421,0.0258,0.0225,1,0
48423,0.1499,0.1534,9,0
48425,0.0522,0.0485,4,0
48427,0.0657,0.0607,5,0
48429,0.0351,0.032,2,0
48431,0.0189,0.0166,1,0
48433,0.0153,0.0132,1,0
48435,0.0203,0.0173,1,0
48437,0.0315,0.0286,2,0
48439,0.4726,0.501,10,0
48441,0.1306,0.1292,8,0
48443,0.0174,0.0141,1,0
48445,0.0336,0.03,2,0
48447,0.0198,0.0147,1,0
48449,0.0612,0.0578,5,0
48451,0.101,0.0969,8,0
48453,0.5767,0.6265,10,0
48455,0.0416,0.0384,3,0
48457,0.0435,0.0398,3,0
48459,0.0679,0.0612,6,0
48461,0.018,0.0152,1,0
48463,0.0493,0.046,4,0
48465,0.0578,0.053,5,0
48467,0.0767,0.072,6,0
48469,0.0906,0.0855,7,0
48471,0.0909,0.0868,7,0
48473,0.0956,0.0931,7,0
48475,0.0385,0.0317,2,0
48477,0.0843,0.082,7,0
48479,0.1157,0.1157,8,0
48481,0.0643,0.0574,5,0
48483,0.0275,0.0215,1,0
48485,0.1386,0.1365,8,0
48487,0.0387,0.0356,3,0
48489,0.0465,0.0415,3,0
48491,0.2883,0.2986,10,0
48493,0.0844,0.08,7,0
48495,0.0279,0.0245,1,0
48497,0.0839,0.0782,7,0
48499,0.0762,0.07,6,0
48501,0.0295,0.0256,1,0
48503,0.0499,0.0428,4,0
48505,0.0358,0.0291,2,0
48507,0.0281,0.0247,1,0
49001,0.0343,0.0307,2,0
49003,0.0733,0.0685,6,1
49005,0.1635,0.1686,9,1
49007,0.051,0.0474,4,0
49009,0.0125,0.0102,1,0
49011,0.2805,0.3097,10,0
49013,0.042,0.0351,3,0
49015,0.0307,0.0278,2,0
49017,0.0331,0.0295,2,0
49019,0.044,0.0403,3,1
49021,0.0841,0.0796,7,1
49023,0.0379,0.0342,2,0
49025,0.0401,0.0352,3,0
49027,0.037,0.0303,2,0
49029,0.0704,0.0673,6,0
49031,0.0212,0.0182,1,0
49033,0.026,0.0218,1,0
49035,0.465,0.507,10,0
49037,0.0371,0.0335,2,0
49039,0.0633,0.0564,5,0
49041,0.0544,0.0511,5,0
49043,0.1417,0.1414,9,0
49045,0.0737,0.0689,6,0
49047,0.0617,0.0585,5,0
49049,0.391,0.4252,10,0
49051,0.1116,0.108,8,0
49053,0.1713,0.1778,9,0
49055,0.0232,0.0201,1,0
49057,0.1843,0.1885,9,0
50001,0.1198,0.1176,8,0
50003,0.1184,0.116,8,0
50005,0.0939,0.0922,7,0
50007,0.2685,0.2772,10,0
50009,0.0392,0.0348,3,0
50011,0.1055,0.1016,8,0
50013,0.0904,0.0853,7,0
50015,0.1179,0.1182,8,0
50017,0.0975,0.0961,8,0
50019,0.0826,0.0768,7,0
50021,0.1187,0.1171,8,0
50023,0.161,0.1657,9,0
50025,0.1318,0.1309,8,0
50027,0.1318,0.1293,8,1
51001,0.0595,0.0547,5,0
51003,0.1825,0.1846,9,0
51005,0.0373,0.0342,2,0
51007,0.0365,0.0298,2,0
51009,0.0562,0.0529,5,0
51011,0.0442,0.0392,3,0
51013,0.4531,0.5162,10,0
51015,0.0781,0.0754,7,0
51017,0.0219,0.0165,1,0
51019,0.096,0.0917,7,0
51021,0.0243,0.0187,1,0
51023,0.0652,0.062,6,0
51025,0.0364,0.0321,2,0
51027,0.0363,0.0316,2,0
51029,0.0347,0.0281,2,0
51031,0.0752,0.0704,6,1
51033,0.059,0.0542,5,0
51035,0.048,0.041,3,0
51036,0.0286,0.0225,1,0
51037,0.0354,0.0324,2,0
51041,0.2082,0.2153,9,1
51043,0.0686,0.0654,6,0
51045,0.0267,0.0233,1,0
51047,0.0939,0.0922,7,1
51049,0.0348,0.0306,2,0
51051,0.0323,0.0259,1,0
51053,0.0527,0.0494,4,0
51057,0.0357,0.0291,2,0
51059,0.623,0.673,10,1
51061,0.135,0.1353,8,1
51063,0.0445,0.0413,3,0
51065,0.0737,0.0706,6,1
51067,0.0689,0.0658,6,0
51069,0.1217,0.1202,8,0
51071,0.0421,0.0376,3,0
51073,0.0797,0.0751,7,0
51075,0.0956,0.0913,7,0
51077,0.0364,0.0328,2,0
51079,0.0668,0.0636,6,0
51081,0.0358,0.0321,2,0
51083,0.0507,0.0456,4,0
51085,0.1373,0.1366,8,0
51087,0.3267,0.3659,10,1
51089,0.0614,0.0545,5,0
51091,0.0262,0.0235,1,0
51093,0.0793,0.0763,7,0
51095,0.1663,0.1685,9,0
51097,0.0313,0.0273,2,0
51099,0.0837,0.0814,7,0
51101,0.0507,0.0474,4,0
51103,0.0626,0.0593,5,0
51105,0.0412,0.0368,3,0
51107,0.6082,0.6578,10,1
51109,0.0685,0.0635,6,0
51111,0.0312,0.0276,2,0
51113,0.0479,0.0446,4,0
51115,0.0514,0.0478,4,0
51117,0.0596,0.0547,5,1
51119,0.0534,0.0487,4,0
51121,0.1518,0.1525,9,0
51125,0.0527,0.049,4,0
51127,0.0742,0.0711,6,0
51131,0.054,0.0507,5,0
51133,0.0581,0.053,5,0
51135,0.0442,0.0405,3,0
51137,0.0773,0.0726,6,0
51139,0.0446,0.0376,3,0
51141,0.0419,0.0374,3,0
51143,0.061,0.0562,5,0
51145,0.0765,0.0734,6,0
51147,0.0536,0.05,4,0
51149,0.0721,0.0656,6,0
51153,0.5,0.5699,10,0
51155,0.0605,0.0572,5,0
51157,0.0447,0.0402,3,0
51159,0.0353,0.0287,2,0
51161,0.1318,0.1308,8,0
51163,0.0592,0.0544,5,0
51165,0.0883,0.0841,7,0
51167,0.0461,0.0428,4,0
51169,0.0416,0.0379,3,0
51171,0.063,0.0579,5,0
51173,0.0534,0.0498,4,0
51175,0.0433,0.0383,3,0
51177,0.1328,0.1329,8,1
51179,0.1737,0.1807,9,1
51181,0.0342,0.0295,2,0
51183,0.0324,0.0279,2,0
51185,0.055,0.0514,5,0
51187,0.0743,0.0714,6,1
51191,0.075,0.0702,6,0
51193,0.0483,0.0437,4,0
51195,0.0539,0.0506,5,0
51197,0.051,0.0439,4,0
51199,0.1694,0.1694,9,0
51510,0.3681,0.3996,10,0
51520,0.0857,0.0835,7,0
51530,0.0643,0.0574,5,0
51540,0.2407,0.2472,10,0
51550,0.1845,0.1857,9,0
51570,0.1014,0.0973,8,0
51580,0.0449,0.0398,3,0
51590,0.088,0.0838,7,0
51595,0.0469,0.0437,4,0
51600,0.2063,0.2102,9,0
51610,0.2768,0.2964,10,0
51620,0.0685,0.0635,6,0
51630,0.1637,0.1656,9,0
51640,0.0559,0.0523,5,0
51650,0.1605,0.1621,9,0
51660,0.173,0.1733,9,0
51670,0.0718,0.0669,6,0
51678,0.1377,0.1371,8,0
51680,0.1888,0.1968,9,0
51683,0.1659,0.1712,9,0
51685,0.1042,0.1008,8,0
51690,0.0751,0.0703,6,0
51700,0.1751,0.1815,9,0
51710,0.2136,0.2181,9,0
51720,0.0387,0.0319,2,0
51730,0.0986,0.0945,7,0
51735,0.0986,0.0949,7,0
51740,0.1425,0.144,9,0
51750,0.1126,0.1108,8,0
51760,0.2449,0.2602,10,0
51770,0.1497,0.1483,9,0
51775,0.1115,0.1113,8,0
51790,0.1154,0.112,8,0
51800,0.1137,0.1111,8,0
51810,0.2339,0.2442,10,0
51820,0.0958,0.0942,7,0
51830,0.1358,0.1349,8,0
51840,0.1215,0.1199,8,0
53001,0.0486,0.0449,4,0
53003,0.0712,0.0663,6,0
53005,0.172,0.1723,9,0
53007,0.1393,0.1387,8,1
53009,0.1169,0.1152,8,0
53011,0.2623,0.2799,10,0
53013,0.0364,0.0321,2,0
53015,0.1098,0.1061,8,0
53017,0.117,0.1137,8,1
53019,0.034,0.0299,2,0
53021,0.1065,0.1033,8,0
53023,0.0314,0.0279,2,0
53025,0.1905,0.1922,9,1
53027,0.0881,0.0828,7,0
53029,0.183,0.1917,9,0
53031,0.1047,0.101,8,0
53033,0.6553,0.7068,10,1
53035,0.253,0.2605,10,0
53037,0.0992,0.0979,8,0
53039,0.0713,0.0682,6,0
53041,0.0888,0.0868,7,0
53043,0.0455,0.0418,3,0
53045,0.1026,0.0986,8,0
53047,0.0652,0.0583,5,0
53049,0.0669,0.0637,6,0
53051,0.047,0.0419,3,0
53053,0.3452,0.3738,10,0
53055,0.1423,0.145,9,0
53057,0.1327,0.1316,8,0
53059,0.0517,0.0481,4,0
53061,0.3568,0.3747,10,0
53063,0.2952,0.3068,10,0
53065,0.0746,0.0698,6,0
53067,0.2638,0.2781,10,0
53069,0.041,0.0365,3,0
53071,0.1077,0.1071,8,1
53073,0.2116,0.2191,9,0
53075,0.1326,0.1314,8,0
53077,0.1277,0.1261,8,0
54001,0.0453,0.0403,3,0
54003,0.25,0.2624,10,0
54005,0.0479,0.0442,4,0
54007,0.0382,0.0338,2,0
54009,0.0768,0.0706,6,0
54011,0.1401,0.1412,9,0
54013,0.031,0.0282,2,0
54015,0.0325,0.0296,2,0
54017,0.0364,0.0333,2,0
54019,0.0651,0.0603,5,0
54021,0.0392,0.0343,2,0
54023,0.0416,0.0384,3,0
54025,0.0617,0.0569,5,0
54027,0.0513,0.0462,4,0
54029,0.0837,0.0792,7,0
54031,0.0436,0.0399,3,0
54033,0.1014,0.0974,8,0
54035,0.0629,0.0581,5,0
54037,0.1237,0.1245,8,0
54039,0.1399,0.141,9,0
54041,0.0509,0.0472,4,0
54043,0.0422,0.0353,3,0
54045,0.1227,0.1234,8,0
54047,0.0381,0.0344,2,0
54049,0.1897,0.1946,9,0
54051,0.0709,0.0661,6,0
54053,0.116,0.1126,8,0
54055,0.0871,0.0816,7,0
54057,0.0697,0.0666,6,0
54059,0.0935,0.0892,7,0
54061,0.183,0.1841,9,0
54063,0.0399,0.0331,2,1
54065,0.0664,0.0632,6,0
54067,0.054,0.047,4,0
54069,0.1209,0.1178,8,0
54071,0.0328,0.0287,2,0
54073,0.0399,0.0331,2,0
54075,0.0302,0.024,1,0
54077,0.063,0.0582,5,0
54079,0.1955,0.2044,9,0
54081,0.0938,0.0911,7,0
54083,0.0538,0.049,4,0
54085,0.0344,0.0297,2,0
54087,0.0419,0.035,3,0
54089,0.044,0.0403,3,0
54091,0.0567,0.0534,5,0
54093,0.082,0.0774,7,0
54095,0.0379,0.0342,2,0
54097,0.0589,0.0538,5,0
54099,0.0686,0.0655,6,0
54101,0.0325,0.0289,2,0
54103,0.0427,0.0358,3,0
54105,0.0339,0.0303,2,0
54107,0.1061,0.1054,8,0
54109,0.0478,0.0431,4,0
55001,0.05,0.0453,4,0
55003,0.0456,0.0386,3,0
55005,0.0737,0.0673,6,0
55007,0.0551,0.0481,4,0
55009,0.1918,0.2002,9,0
55011,0.0455,0.0385,3,0
55013,0.0495,0.0448,4,0
55015,0.1257,0.1267,8,0
55017,0.0871,0.0826,7,0
55019,0.0517,0.0466,4,0
55021,0.0999,0.0957,7,0
55023,0.0474,0.0428,4,0
55025,0.3604,0.3766,10,1
55027,0.1037,0.0999,8,1
55029,0.0884,0.0863,7,0
55031,0.075,0.0722,6,0
55033,0.0959,0.0933,7,0
55035,0.137,0.1391,8,0
55037,0.0325,0.0285,2,0
55039,0.1035,0.0996,8,0
55041,0.0332,0.0302,2,0
55043,0.0771,0.0743,7,1
55045,0.0787,0.0757,7,0
55047,0.0592,0.0541,5,0
55049,0.0661,0.0628,6,0
55051,0.0334,0.0269,2,0
55053,0.047,0.0433,4,0
55055,0.1126,0.1108,8,0
55057,0.0526,0.0479,4,0
55059,0.168,0.1739,9,0
55061,0.0593,0.0523,5,0
55063,0.1508,0.1509,9,1
55065,0.0487,0.044,4,0
55067,0.0467,0.0435,4,0
55069,0.0566,0.0515,5,0
55071,0.0978,0.0941,7,1
55073,0.1122,0.1094,8,1
55075,0.0624,0.0573,5,0
55077,0.0531,0.046,4,0
55078,0.0304,0.026,1,0
55079,0.3864,0.4046,10,0
55081,0.0701,0.0669,6,0
55083,0.061,0.0541,5,0
55085,0.0752,0.0705,6,0
55087,0.1584,0.1598,9,1
55089,0.1907,0.1935,9,1
55091,0.0448,0.0416,3,0
55093,0.0924,0.0898,7,0
55095,0.0745,0.0714,6,0
55097,0.1091,0.1071,8,0
55099,0.0395,0.0347,2,0
55101,0.1896,0.1923,9,0
55103,0.0497,0.0426,4,0
55105,0.1324,0.1312,8,0
55107,0.0398,0.0367,3,0
55109,0.1401,0.1425,9,0
55111,0.0919,0.0879,7,0
55113,0.0539,0.0503,4,0
55115,0.0663,0.0614,6,0
55117,0.1265,0.1256,8,0
55119,0.046,0.0428,4,0
55121,0.0613,0.058,5,0
55123,0.0668,0.0618,6,0
55125,0.0648,0.058,5,0
55127,0.1512,0.1519,9,0
55129,0.0519,0.0486,4,0
55131,0.1557,0.1599,9,0
55133,0.3147,0.3283,10,0
55135,0.0775,0.0728,6,0
55137,0.0547,0.0476,4,0
55139,0.1624,0.1619,9,0
55141,0.0885,0.0857,7,0
56001,0.1126,0.1107,8,0
56003,0.0375,0.0327,2,0
56005,0.0731,0.0666,6,0
56007,0.0389,0.0345,2,0
56009,0.0397,0.0361,3,0
56011,0.0335,0.0306,2,0
56013,0.0555,0.0485,4,0
56015,0.044,0.0403,3,0
56017,0.0324,0.026,1,0
56019,0.0398,0.035,3,0
56021,0.2012,0.2074,9,0
56023,0.0468,0.0422,3,0
56025,0.0843,0.0797,7,0
56027,0.0209,0.0171,1,0
56029,0.0623,0.059,5,0
56031,0.0335,0.0305,2,0
56033,0.0741,0.0677,6,0
56035,0.0384,0.034,2,0
56037,0.0511,0.0478,4,0
56039,0.1039,0.1005,8,0
56041,0.0493,0.0446,4,0
56043,0.034,0.031,2,0
56045,0.0287,0.0248,1,0
