opposed_project_id,opposed_project_name,opposed_state,opposed_lifecycle_outcome,opposed_decided,opposed_capacity_mw,opposed_county_margin_2024,control_rank,control_universe_id,control_name,control_source,control_state,control_capacity_mw,control_county_margin_2024,match_distance,match_basis,match_relaxation,match_scope
prj_261,Atlas Industrial / South Whitehall Township Hyperscale Data Center Campus,PA,pending,no,,0.0269,1,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,0.0323,margin,state+tercile+caliper,in_state
prj_261,Atlas Industrial / South Whitehall Township Hyperscale Data Center Campus,PA,pending,no,,0.0269,2,prj_272,South Hanover Township Data Center,proposals_unopposed,PA,,0.0592,0.0323,margin,state+tercile+caliper,in_state
prj_261,Atlas Industrial / South Whitehall Township Hyperscale Data Center Campus,PA,pending,no,,0.0269,3,prj_262,Smithfield Gateway Project,proposals_unopposed,PA,,-0.0078,0.0347,margin,state+tercile+caliper,in_state
prj_263,Project Phoenix,PA,advanced_confirmed,yes,3600.0,-0.2071,1,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.5535,margin+log_mw,state+tercile+caliper,in_state
prj_263,Project Phoenix,PA,advanced_confirmed,yes,3600.0,-0.2071,2,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,0.6703,margin+log_mw,state+tercile+caliper,in_state
prj_263,Project Phoenix,PA,advanced_confirmed,yes,3600.0,-0.2071,3,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.8047,margin+log_mw,state+tercile+caliper,in_state
prj_266,Tobyhanna Township / Blakeslee Data Center,PA,pending,no,,,1,prj_244,Springdale AI Data Center Redevelopment,proposals_unopposed,PA,180.0,0.2031,1.0000,no_shared_covariates,state,in_state
prj_266,Tobyhanna Township / Blakeslee Data Center,PA,pending,no,,,2,prj_245,Homer City Energy + AI Campus,proposals_unopposed,PA,4500.0,-0.3912,1.0000,no_shared_covariates,state,in_state
prj_266,Tobyhanna Township / Blakeslee Data Center,PA,pending,no,,,3,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,1.0000,no_shared_covariates,state,in_state
prj_267,Talen Energy Rezone Request for Possible Data Center in Montour County,PA,blocked_confirmed,yes,,-0.2101,1,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.0741,margin,state+tercile+caliper,in_state
prj_267,Talen Energy Rezone Request for Possible Data Center in Montour County,PA,blocked_confirmed,yes,,-0.2101,2,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,0.0883,margin,state+tercile+caliper,in_state
prj_267,Talen Energy Rezone Request for Possible Data Center in Montour County,PA,blocked_confirmed,yes,,-0.2101,3,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.0915,margin,state+tercile+caliper,in_state
prj_270,Conewago Township Data Center Land Considerations,PA,pending,no,,-0.2526,1,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.0316,margin,state+tercile+caliper,in_state
prj_270,Conewago Township Data Center Land Considerations,PA,pending,no,,-0.2526,2,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.0490,margin,state+tercile+caliper,in_state
prj_270,Conewago Township Data Center Land Considerations,PA,pending,no,,-0.2526,3,prj_140,Andover Data Center,proposals_unopposed,NJ,,-0.2494,1.5032,margin,national+caliper,national_fallback
prj_273,Sellersville / West Rockhill Township Data Center,PA,pending,no,,-0.0007,1,prj_262,Smithfield Gateway Project,proposals_unopposed,PA,,-0.0078,0.0071,margin,state+tercile+caliper,in_state
prj_273,Sellersville / West Rockhill Township Data Center,PA,pending,no,,-0.0007,2,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,0.0599,margin,state+tercile+caliper,in_state
prj_273,Sellersville / West Rockhill Township Data Center,PA,pending,no,,-0.0007,3,prj_272,South Hanover Township Data Center,proposals_unopposed,PA,,0.0592,0.0599,margin,state+tercile+caliper,in_state
prj_274,North Coventry Township Data Center,PA,blocked_confirmed,yes,,0.1446,1,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,0.0854,margin,state+tercile+caliper,in_state
prj_274,North Coventry Township Data Center,PA,blocked_confirmed,yes,,0.1446,2,prj_272,South Hanover Township Data Center,proposals_unopposed,PA,,0.0592,0.0854,margin,state+tercile+caliper,in_state
prj_274,North Coventry Township Data Center,PA,blocked_confirmed,yes,,0.1446,3,prj_244,Springdale AI Data Center Redevelopment,proposals_unopposed,PA,180.0,0.2031,0.0585,margin,state+caliper,in_state
prj_276,Switch Data Center at Former Pitt Race Complex,PA,pending,no,,-0.2071,1,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.0771,margin,state+tercile+caliper,in_state
prj_276,Switch Data Center at Former Pitt Race Complex,PA,pending,no,,-0.2071,2,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,0.0853,margin,state+tercile+caliper,in_state
prj_276,Switch Data Center at Former Pitt Race Complex,PA,pending,no,,-0.2071,3,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.0945,margin,state+tercile+caliper,in_state
prj_277,Allenwood Data Center,PA,pending,no,300.0,-0.2338,1,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.0498,margin+log_mw,state+tercile+caliper,in_state
prj_277,Allenwood Data Center,PA,pending,no,300.0,-0.2338,2,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.2518,margin+log_mw,state+tercile+caliper,in_state
prj_277,Allenwood Data Center,PA,pending,no,300.0,-0.2338,3,prj_154,Person County Mega Park,proposals_unopposed,NC,,-0.2371,1.5033,margin,national+caliper,national_fallback
prj_279,Champion Data Center Project,PA,pending,no,300.0,-0.2551,1,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.0392,margin+log_mw,state+tercile+caliper,in_state
prj_279,Champion Data Center Project,PA,pending,no,300.0,-0.2551,2,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.2411,margin+log_mw,state+tercile+caliper,in_state
prj_279,Champion Data Center Project,PA,pending,no,300.0,-0.2551,3,prj_140,Andover Data Center,proposals_unopposed,NJ,,-0.2494,1.5057,margin,national+caliper,national_fallback
prj_280,South Annville Township Data Center,PA,blocked_confirmed,yes,,-0.3195,1,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.0179,margin,state+tercile+caliper,in_state
prj_280,South Annville Township Data Center,PA,blocked_confirmed,yes,,-0.3195,2,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.0353,margin,state+tercile+caliper,in_state
prj_280,South Annville Township Data Center,PA,blocked_confirmed,yes,,-0.3195,3,prj_285,Linde Clinton Data Center,proposals_unopposed,PA,,-0.3709,0.0514,margin,state+tercile+caliper,in_state
prj_282,New Castle Data Center,PA,pending,no,,-0.4206,1,prj_250,Project Hummingbird,proposals_unopposed,PA,910.0,-0.4483,0.0277,margin,state+tercile+caliper,in_state
prj_282,New Castle Data Center,PA,pending,no,,-0.4206,2,prj_245,Homer City Energy + AI Campus,proposals_unopposed,PA,4500.0,-0.3912,0.0294,margin,state+tercile+caliper,in_state
prj_282,New Castle Data Center,PA,pending,no,,-0.4206,3,prj_285,Linde Clinton Data Center,proposals_unopposed,PA,,-0.3709,0.0497,margin,state+tercile+caliper,in_state
prj_283,Watts Township Data Center,PA,pending,no,,-0.4932,1,prj_264,Klondike Data Center Project,proposals_unopposed,PA,218.0,-0.4792,0.0140,margin,state+tercile+caliper,in_state
prj_283,Watts Township Data Center,PA,pending,no,,-0.4932,2,prj_306,Iron City No. 1 Power Generator and Compute Center,proposals_unopposed,PA,,-0.5153,0.0221,margin,state+tercile+caliper,in_state
prj_283,Watts Township Data Center,PA,pending,no,,-0.4932,3,prj_301,Storage Data Center Project,proposals_unopposed,PA,,-0.5175,0.0243,margin,state+tercile+caliper,in_state
prj_284,Project Triboro,PA,pending,no,,0.0279,1,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,0.0313,margin,state+tercile+caliper,in_state
prj_284,Project Triboro,PA,pending,no,,0.0279,2,prj_272,South Hanover Township Data Center,proposals_unopposed,PA,,0.0592,0.0313,margin,state+tercile+caliper,in_state
prj_284,Project Triboro,PA,pending,no,,0.0279,3,prj_262,Smithfield Gateway Project,proposals_unopposed,PA,,-0.0078,0.0357,margin,state+tercile+caliper,in_state
prj_290,Quakertown Data Center Park,PA,pending,no,1000.0,-0.0007,1,prj_262,Smithfield Gateway Project,proposals_unopposed,PA,,-0.0078,0.0071,margin,state+tercile+caliper,in_state
prj_290,Quakertown Data Center Park,PA,pending,no,1000.0,-0.0007,2,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,0.0599,margin,state+tercile+caliper,in_state
prj_290,Quakertown Data Center Park,PA,pending,no,1000.0,-0.0007,3,prj_272,South Hanover Township Data Center,proposals_unopposed,PA,,0.0592,0.0599,margin,state+tercile+caliper,in_state
prj_291,Granville Data Center,PA,pending,no,,-0.5640,1,prj_301,Storage Data Center Project,proposals_unopposed,PA,,-0.5175,0.0465,margin,state+tercile+caliper,in_state
prj_291,Granville Data Center,PA,pending,no,,-0.5640,2,prj_306,Iron City No. 1 Power Generator and Compute Center,proposals_unopposed,PA,,-0.5153,0.0487,margin,state+tercile+caliper,in_state
prj_291,Granville Data Center,PA,pending,no,,-0.5640,3,prj_264,Klondike Data Center Project,proposals_unopposed,PA,218.0,-0.4792,0.0848,margin,state+tercile+caliper,in_state
prj_297,Nebius Butler Township Data Center,PA,pending,no,1200.0,-0.4206,1,prj_285,Linde Clinton Data Center,proposals_unopposed,PA,,-0.3709,0.0497,margin,state+tercile+caliper,in_state
prj_297,Nebius Butler Township Data Center,PA,pending,no,1200.0,-0.4206,2,prj_250,Project Hummingbird,proposals_unopposed,PA,910.0,-0.4483,0.0739,margin+log_mw,state+tercile+caliper,in_state
prj_297,Nebius Butler Township Data Center,PA,pending,no,1200.0,-0.4206,3,prj_306,Iron City No. 1 Power Generator and Compute Center,proposals_unopposed,PA,,-0.5153,0.0947,margin,state+tercile+caliper,in_state
prj_299,Stonebridge Lawrence Data Center,PA,blocked_confirmed,yes,,-0.3377,1,prj_285,Linde Clinton Data Center,proposals_unopposed,PA,,-0.3709,0.0332,margin,state+tercile+caliper,in_state
prj_299,Stonebridge Lawrence Data Center,PA,blocked_confirmed,yes,,-0.3377,2,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.0361,margin,state+tercile+caliper,in_state
prj_299,Stonebridge Lawrence Data Center,PA,blocked_confirmed,yes,,-0.3377,3,prj_245,Homer City Energy + AI Campus,proposals_unopposed,PA,4500.0,-0.3912,0.0535,margin,state+tercile+caliper,in_state
prj_303,Starpointe Data Center Project,PA,pending,no,,-0.2551,1,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.0291,margin,state+tercile+caliper,in_state
prj_303,Starpointe Data Center Project,PA,pending,no,,-0.2551,2,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.0465,margin,state+tercile+caliper,in_state
prj_303,Starpointe Data Center Project,PA,pending,no,,-0.2551,3,prj_140,Andover Data Center,proposals_unopposed,NJ,,-0.2494,1.5057,margin,national+caliper,national_fallback
prj_305,4-3 Salem Township Data Center,PA,pending,no,3500.0,-0.1917,1,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.5551,margin+log_mw,state+tercile+caliper,in_state
prj_305,4-3 Salem Township Data Center,PA,pending,no,3500.0,-0.1917,2,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,0.6565,margin+log_mw,state+tercile+caliper,in_state
prj_305,4-3 Salem Township Data Center,PA,pending,no,3500.0,-0.1917,3,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5233,margin,national+caliper,national_fallback
prj_307,Lower Mount Bethel Technology Center,PA,pending,no,1200.0,-0.0177,1,prj_262,Smithfield Gateway Project,proposals_unopposed,PA,,-0.0078,0.0099,margin,state+tercile+caliper,in_state
prj_307,Lower Mount Bethel Technology Center,PA,pending,no,1200.0,-0.0177,2,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,0.0769,margin,state+tercile+caliper,in_state
prj_307,Lower Mount Bethel Technology Center,PA,pending,no,1200.0,-0.0177,3,prj_272,South Hanover Township Data Center,proposals_unopposed,PA,,0.0592,0.0769,margin,state+tercile+caliper,in_state
prj_310,Peach Bottom Data Center,PA,pending,no,,-0.2526,1,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.0316,margin,state+tercile+caliper,in_state
prj_310,Peach Bottom Data Center,PA,pending,no,,-0.2526,2,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.0490,margin,state+tercile+caliper,in_state
prj_310,Peach Bottom Data Center,PA,pending,no,,-0.2526,3,prj_140,Andover Data Center,proposals_unopposed,NJ,,-0.2494,1.5032,margin,national+caliper,national_fallback
prj_311,NorthPoint Spring Mountain Data Center,PA,pending,no,,-0.3479,1,prj_285,Linde Clinton Data Center,proposals_unopposed,PA,,-0.3709,0.0230,margin,state+tercile+caliper,in_state
prj_311,NorthPoint Spring Mountain Data Center,PA,pending,no,,-0.3479,2,prj_245,Homer City Energy + AI Campus,proposals_unopposed,PA,4500.0,-0.3912,0.0433,margin,state+tercile+caliper,in_state
prj_311,NorthPoint Spring Mountain Data Center,PA,pending,no,,-0.3479,3,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.0463,margin,state+tercile+caliper,in_state
prj_312,Penn Forest Township Data Center,PA,pending,no,,-0.3479,1,prj_285,Linde Clinton Data Center,proposals_unopposed,PA,,-0.3709,0.0230,margin,state+tercile+caliper,in_state
prj_312,Penn Forest Township Data Center,PA,pending,no,,-0.3479,2,prj_245,Homer City Energy + AI Campus,proposals_unopposed,PA,4500.0,-0.3912,0.0433,margin,state+tercile+caliper,in_state
prj_312,Penn Forest Township Data Center,PA,pending,no,,-0.3479,3,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,0.0463,margin,state+tercile+caliper,in_state
prj_313,Dorrance Township Data Center Zoning Ordinance Challenge,PA,pending,no,,-0.1917,1,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,0.0699,margin,state+tercile+caliper,in_state
prj_313,Dorrance Township Data Center Zoning Ordinance Challenge,PA,pending,no,,-0.1917,2,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,0.0925,margin,state+tercile+caliper,in_state
prj_313,Dorrance Township Data Center Zoning Ordinance Challenge,PA,pending,no,,-0.1917,3,prj_143,Massena Petawatt Data Center Site Advertisement,proposals_unopposed,NY,200.0,-0.1800,1.5117,margin,national+caliper,national_fallback
prj_317,Smithfield Data Center,RI,pending,no,,0.1443,1,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,1.5126,margin,national+caliper,national_fallback
prj_317,Smithfield Data Center,RI,pending,no,,0.1443,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5318,margin,national+caliper,national_fallback
prj_317,Smithfield Data Center,RI,pending,no,,0.1443,3,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5475,margin,national+caliper,national_fallback
prj_318,Gemini Sioux Falls Data Center,SD,advanced_confirmed,yes,500.0,-0.1268,1,prj_149,Brookhaven National Laboratory Data Center,proposals_unopposed,NY,,-0.0997,1.5271,margin,national+caliper,national_fallback
prj_318,Gemini Sioux Falls Data Center,SD,advanced_confirmed,yes,500.0,-0.1268,2,prj_55,Project Morgan,proposals_unopposed,IA,,-0.0475,1.5793,margin,national+caliper,national_fallback
prj_318,Gemini Sioux Falls Data Center,SD,advanced_confirmed,yes,500.0,-0.1268,3,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5882,margin,national+caliper,national_fallback
prj_320,Applied Digital Toronto,SD,blocked_confirmed,yes,,-0.5174,1,prj_301,Storage Data Center Project,proposals_unopposed,PA,,-0.5175,1.5001,margin,national+caliper,national_fallback
prj_320,Applied Digital Toronto,SD,blocked_confirmed,yes,,-0.5174,2,prj_306,Iron City No. 1 Power Generator and Compute Center,proposals_unopposed,PA,,-0.5153,1.5021,margin,national+caliper,national_fallback
prj_320,Applied Digital Toronto,SD,blocked_confirmed,yes,,-0.5174,3,prj_7,Tallassee Mill Data Center,proposals_unopposed,AL,10.0,-0.5206,1.5032,margin,national+caliper,national_fallback
prj_321,Colossus,TN,advanced_confirmed,yes,150.0,0.2537,1,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5047,margin,national+caliper,national_fallback
prj_321,Colossus,TN,advanced_confirmed,yes,150.0,0.2537,2,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5372,margin,national+caliper,national_fallback
prj_321,Colossus,TN,advanced_confirmed,yes,150.0,0.2537,3,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5506,margin,national+caliper,national_fallback
prj_322,Colossus 2,TN,advanced_confirmed,yes,422.0,0.2537,1,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5047,margin,national+caliper,national_fallback
prj_322,Colossus 2,TN,advanced_confirmed,yes,422.0,0.2537,2,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5372,margin,national+caliper,national_fallback
prj_322,Colossus 2,TN,advanced_confirmed,yes,422.0,0.2537,3,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5506,margin,national+caliper,national_fallback
prj_323,Gallatin Data Center Expansion,TN,advanced_confirmed,yes,300.0,-0.4183,1,atl_00717,TierPoint,atlas,TN,,-0.3240,0.7943,margin,state+tercile+caliper,in_state
prj_323,Gallatin Data Center Expansion,TN,advanced_confirmed,yes,300.0,-0.4183,2,atl_00816,Flexential Nashville - Franklin,atlas,TN,,-0.3240,0.7943,margin,state+tercile+caliper,in_state
prj_323,Gallatin Data Center Expansion,TN,advanced_confirmed,yes,300.0,-0.4183,3,atl_01044,Flexential Nashville - Cool Springs,atlas,TN,,-0.3240,0.7943,margin,state+tercile+caliper,in_state
prj_325,RadiusDC Nashville I / Trinity Hills Colocation Data Center,TN,advanced_confirmed,yes,12.0,0.2745,1,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5161,margin,national+caliper,national_fallback
prj_325,RadiusDC Nashville I / Trinity Hills Colocation Data Center,TN,advanced_confirmed,yes,12.0,0.2745,2,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5402,margin,national+caliper,national_fallback
prj_325,RadiusDC Nashville I / Trinity Hills Colocation Data Center,TN,advanced_confirmed,yes,12.0,0.2745,3,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5580,margin,national+caliper,national_fallback
prj_328,Jailhouse Studios,TN,advanced_confirmed,yes,,-0.1305,1,atl_00627,Google Montgomery Data Center,atlas,TN,,-0.1842,0.7537,margin,state+tercile+caliper,in_state
prj_328,Jailhouse Studios,TN,advanced_confirmed,yes,,-0.1305,2,atl_00757,Google,atlas,TN,,-0.1842,0.7537,margin,state+tercile+caliper,in_state
prj_328,Jailhouse Studios,TN,advanced_confirmed,yes,,-0.1305,3,atl_00961,Google,atlas,TN,,-0.1842,0.7537,margin,state+tercile+caliper,in_state
prj_329,Nashville DC Blox Data Center,TN,pending,no,,0.2745,1,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5161,margin,national+caliper,national_fallback
prj_329,Nashville DC Blox Data Center,TN,pending,no,,0.2745,2,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5402,margin,national+caliper,national_fallback
prj_329,Nashville DC Blox Data Center,TN,pending,no,,0.2745,3,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5580,margin,national+caliper,national_fallback
prj_336,Ridgeline Facility,WV,pending,no,,-0.4893,1,prj_334,Google Buffalo Data Center,proposals_unopposed,WV,,-0.4633,0.0260,margin,state+tercile+caliper,in_state
prj_336,Ridgeline Facility,WV,pending,no,,-0.4893,2,prj_332,Monarch Compute Campus and Mountaineer Gigasystem,proposals_unopposed,WV,2000.0,-0.5804,0.0911,margin,state+tercile+caliper,in_state
prj_336,Ridgeline Facility,WV,pending,no,,-0.4893,3,atl_01388,Morgan Wireless,atlas,WV,,-0.5564,0.7671,margin,state+tercile+caliper,in_state
prj_337,"Adams Fork Harless Data Center Energy Campus, Holden",WV,pending,no,2500.0,-0.6672,1,prj_338,"Adams Fork Data Center Energy Campus, Wharncliffe",proposals_unopposed,WV,,-0.7378,0.0706,margin,state+tercile+caliper,in_state
prj_337,"Adams Fork Harless Data Center Energy Campus, Holden",WV,pending,no,2500.0,-0.6672,2,prj_332,Monarch Compute Campus and Mountaineer Gigasystem,proposals_unopposed,WV,2000.0,-0.5804,0.0919,margin+log_mw,state+tercile+caliper,in_state
prj_337,"Adams Fork Harless Data Center Energy Campus, Holden",WV,pending,no,2500.0,-0.6672,3,prj_198,Project Galaxy,proposals_unopposed,OH,,-0.6481,1.5191,margin,national+caliper,national_fallback
prj_339,Penzance Intelligence Center,WV,pending,no,600.0,-0.3579,1,prj_335,Appalachian Mega Site / Hog Lick Data Center,proposals_unopposed,WV,200.0,-0.3124,0.2613,margin+log_mw,state+tercile+caliper,in_state
prj_339,Penzance Intelligence Center,WV,pending,no,600.0,-0.3579,2,prj_44,JPG Data Center,proposals_unopposed,IN,,-0.3610,1.5031,margin,national+caliper,national_fallback
prj_339,Penzance Intelligence Center,WV,pending,no,600.0,-0.3579,3,prj_68,Project Pulse,proposals_unopposed,KY,,-0.3532,1.5047,margin,national+caliper,national_fallback
prj_340,ForgeLight Ventures Conway,AR,pending,no,,-0.3232,1,prj_48,Bristol Data Center,proposals_unopposed,IN,,-0.3238,1.5006,margin,national+caliper,national_fallback
prj_340,ForgeLight Ventures Conway,AR,pending,no,,-0.3232,2,prj_335,Appalachian Mega Site / Hog Lick Data Center,proposals_unopposed,WV,200.0,-0.3124,1.5108,margin,national+caliper,national_fallback
prj_340,ForgeLight Ventures Conway,AR,pending,no,,-0.3232,3,prj_208,NEO-01 / Sandusky Data Center,proposals_unopposed,OH,96.0,-0.3087,1.5145,margin,national+caliper,national_fallback
prj_341,EdgeConneX Sheridan,,pending,no,500.0,,1,aic_0008,Amazon Madison Mega Site,ai_centers,,341.0,,0.5162,log_mw,state,in_state
prj_341,EdgeConneX Sheridan,,pending,no,500.0,,2,aic_0026,OpenAI Stargate Shackelford,ai_centers,,0.0,,1.3500,no_shared_covariates,state,in_state
prj_341,EdgeConneX Sheridan,,pending,no,500.0,,3,aic_0028,Stream Phoenix,ai_centers,,0.0,,1.3500,no_shared_covariates,state,in_state
prj_1001,Harper Road Technology Park,MO,pending,no,,-0.3209,1,prj_48,Bristol Data Center,proposals_unopposed,IN,,-0.3238,1.5029,margin,national+caliper,national_fallback
prj_1001,Harper Road Technology Park,MO,pending,no,,-0.3209,2,prj_335,Appalachian Mega Site / Hog Lick Data Center,proposals_unopposed,WV,200.0,-0.3124,1.5085,margin,national+caliper,national_fallback
prj_1001,Harper Road Technology Park,MO,pending,no,,-0.3209,3,prj_208,NEO-01 / Sandusky Data Center,proposals_unopposed,OH,96.0,-0.3087,1.5122,margin,national+caliper,national_fallback
prj_1002,Province Group Perry Village Data Center Campus,OH,blocked_confirmed,yes,,-0.1435,1,prj_204,Cologix Lewis Center Data Center,proposals_unopposed,OH,120.0,-0.0659,0.0776,margin,state+tercile+caliper,in_state
prj_1002,Province Group Perry Village Data Center Campus,OH,blocked_confirmed,yes,,-0.1435,2,atl_00324,Unknown,atlas,OH,,-0.1415,0.7020,margin,state+tercile+caliper,in_state
prj_1002,Province Group Perry Village Data Center Campus,OH,blocked_confirmed,yes,,-0.1435,3,atl_01043,Carrier Services Group,atlas,OH,,-0.0942,0.7493,margin,state+tercile+caliper,in_state
prj_1003,Meta Hyperion,LA,advanced_confirmed,yes,,-0.3940,1,prj_245,Homer City Energy + AI Campus,proposals_unopposed,PA,4500.0,-0.3912,1.5028,margin,national+caliper,national_fallback
prj_1003,Meta Hyperion,LA,advanced_confirmed,yes,,-0.3940,2,prj_285,Linde Clinton Data Center,proposals_unopposed,PA,,-0.3709,1.5231,margin,national+caliper,national_fallback
prj_1003,Meta Hyperion,LA,advanced_confirmed,yes,,-0.3940,3,prj_147,Ilion Data Center,proposals_unopposed,NY,,-0.3644,1.5296,margin,national+caliper,national_fallback
prj_1004,Prado AI Industrial Campus,MS,pending,no,,-0.1729,1,prj_143,Massena Petawatt Data Center Site Advertisement,proposals_unopposed,NY,200.0,-0.1800,1.5071,margin,national+caliper,national_fallback
prj_1004,Prado AI Industrial Campus,MS,pending,no,,-0.1729,2,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5421,margin,national+caliper,national_fallback
prj_1004,Prado AI Industrial Campus,MS,pending,no,,-0.1729,3,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,1.5511,margin,national+caliper,national_fallback
prj_1007,Meta Project Everest,LA,pending,no,,-0.3940,1,prj_245,Homer City Energy + AI Campus,proposals_unopposed,PA,4500.0,-0.3912,1.5028,margin,national+caliper,national_fallback
prj_1007,Meta Project Everest,LA,pending,no,,-0.3940,2,prj_285,Linde Clinton Data Center,proposals_unopposed,PA,,-0.3709,1.5231,margin,national+caliper,national_fallback
prj_1007,Meta Project Everest,LA,pending,no,,-0.3940,3,prj_147,Ilion Data Center,proposals_unopposed,NY,,-0.3644,1.5296,margin,national+caliper,national_fallback
prj_1009,PRSM Group Cumberland County Data Center,NC,pending,no,225.0,0.1341,1,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,0.0024,margin,state+tercile+caliper,in_state
prj_1009,PRSM Group Cumberland County Data Center,NC,pending,no,225.0,0.1341,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5216,margin,national+caliper,national_fallback
prj_1009,PRSM Group Cumberland County Data Center,NC,pending,no,225.0,0.1341,3,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5373,margin,national+caliper,national_fallback
prj_1010,Project Sail Data Center,GA,advanced_confirmed,yes,900.0,-0.3386,1,atl_01141,UPS Data Center,atlas,GA,,-0.3311,0.7075,margin,state+tercile+caliper,in_state
prj_1010,Project Sail Data Center,GA,advanced_confirmed,yes,900.0,-0.3386,2,prj_68,Project Pulse,proposals_unopposed,KY,,-0.3532,1.5146,margin,national+caliper,national_fallback
prj_1010,Project Sail Data Center,GA,advanced_confirmed,yes,900.0,-0.3386,3,prj_48,Bristol Data Center,proposals_unopposed,IN,,-0.3238,1.5148,margin,national+caliper,national_fallback
