opposed_project_id,opposed_project_name,opposed_state,opposed_lifecycle_outcome,opposed_decided,opposed_capacity_mw,opposed_county_margin_2024,control_rank,control_universe_id,control_name,control_source,control_state,control_capacity_mw,control_county_margin_2024,match_distance,match_basis,match_relaxation,match_scope
prj_1,Project Nebius,AL,pending,no,300.0,0.1044,1,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5076,margin,national+caliper,national_fallback
prj_1,Project Nebius,AL,pending,no,300.0,0.1044,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5081,margin,national+caliper,national_fallback
prj_1,Project Nebius,AL,pending,no,300.0,0.1044,3,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,1.5273,margin,national+caliper,national_fallback
prj_2,Project Marvel,AL,pending,no,1200.0,0.1044,1,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5076,margin,national+caliper,national_fallback
prj_2,Project Marvel,AL,pending,no,1200.0,0.1044,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5081,margin,national+caliper,national_fallback
prj_2,Project Marvel,AL,pending,no,1200.0,0.1044,3,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,1.5273,margin,national+caliper,national_fallback
prj_3,Meta Platforms Montgomery Data Center,AL,advanced_confirmed,yes,100.0,0.3073,1,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,0.0658,margin,state+tercile+caliper,in_state
prj_3,Meta Platforms Montgomery Data Center,AL,advanced_confirmed,yes,100.0,0.3073,2,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5074,margin,national+caliper,national_fallback
prj_3,Meta Platforms Montgomery Data Center,AL,advanced_confirmed,yes,100.0,0.3073,3,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5489,margin,national+caliper,national_fallback
prj_5,DC BLOX Birmingham,AL,advanced_confirmed,yes,40.0,0.1044,1,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5076,margin,national+caliper,national_fallback
prj_5,DC BLOX Birmingham,AL,advanced_confirmed,yes,40.0,0.1044,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5081,margin,national+caliper,national_fallback
prj_5,DC BLOX Birmingham,AL,advanced_confirmed,yes,40.0,0.1044,3,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,1.5273,margin,national+caliper,national_fallback
prj_8,Columbiana Mining Facility and Data Center,AL,advanced_confirmed,yes,55.0,-0.4084,1,atl_00556,AngelTrax Data Center,atlas,AL,,-0.4778,0.7694,margin,state+tercile+caliper,in_state
prj_8,Columbiana Mining Facility and Data Center,AL,advanced_confirmed,yes,55.0,-0.4084,2,prj_211,Akron Data Center Expansion,proposals_unopposed,OH,,-0.4240,1.5156,margin,national+caliper,national_fallback
prj_8,Columbiana Mining Facility and Data Center,AL,advanced_confirmed,yes,55.0,-0.4084,3,prj_188,Aurum Capital Ventures Bismarck,proposals_unopposed,ND,,-0.4323,1.5239,margin,national+caliper,national_fallback
prj_9,Childersburg Data Center,AL,pending,no,500.0,-0.3377,1,prj_6,AUBix + Core Scientific Data Center,proposals_unopposed,AL,16.0,-0.2782,0.7772,margin+log_mw,state+tercile+caliper,in_state
prj_9,Childersburg Data Center,AL,pending,no,500.0,-0.3377,2,prj_48,Bristol Data Center,proposals_unopposed,IN,,-0.3238,1.5139,margin,national+caliper,national_fallback
prj_9,Childersburg Data Center,AL,pending,no,500.0,-0.3377,3,prj_68,Project Pulse,proposals_unopposed,KY,,-0.3532,1.5155,margin,national+caliper,national_fallback
prj_11,Edged Energy Prichard Data Center,AL,pending,no,8.0,-0.1645,1,atl_00008,Meta Huntsville Data Center,atlas,AL,,-0.0897,0.7748,margin,state+tercile+caliper,in_state
prj_11,Edged Energy Prichard Data Center,AL,pending,no,8.0,-0.1645,2,atl_00342,George C. Wallace Alabama Supercomputer Center,atlas,AL,,-0.0897,0.7748,margin,state+tercile+caliper,in_state
prj_11,Edged Energy Prichard Data Center,AL,pending,no,8.0,-0.1645,3,atl_00827,SimpleHelix,atlas,AL,,-0.0897,0.7748,margin,state+tercile+caliper,in_state
prj_14,Stak Energy Center,AK,pending,no,3000.0,,1,prj_245,Homer City Energy + AI Campus,proposals_unopposed,PA,4500.0,-0.3912,1.6761,log_mw,national,national_fallback
prj_14,Stak Energy Center,AK,pending,no,3000.0,,2,prj_332,Monarch Compute Campus and Mountaineer Gigasystem,proposals_unopposed,WV,2000.0,-0.5804,1.6761,log_mw,national,national_fallback
prj_14,Stak Energy Center,AK,pending,no,3000.0,,3,prj_63,COPT Defense Properties Data Center,proposals_unopposed,IA,1000.0,-0.0475,1.9771,log_mw,national,national_fallback
prj_15,Prudhoe Bay Data Center,AK,advanced_confirmed,yes,120.0,,1,prj_187,Nakota Data Campus,proposals_unopposed,ND,120.0,-0.6812,1.5000,log_mw,national,national_fallback
prj_15,Prudhoe Bay Data Center,AK,advanced_confirmed,yes,120.0,,2,prj_204,Cologix Lewis Center Data Center,proposals_unopposed,OH,120.0,-0.0659,1.5000,log_mw,national,national_fallback
prj_15,Prudhoe Bay Data Center,AK,advanced_confirmed,yes,120.0,,3,prj_294,Sharon Keel Infrastructure Data Center Expansion,proposals_unopposed,PA,110.0,-0.3016,1.5378,log_mw,national,national_fallback
prj_16,Project Pyramid,AR,advanced_confirmed,yes,500.0,0.0228,1,prj_262,Smithfield Gateway Project,proposals_unopposed,PA,,-0.0078,1.5306,margin,national+caliper,national_fallback
prj_16,Project Pyramid,AR,advanced_confirmed,yes,500.0,0.0228,2,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,1.5364,margin,national+caliper,national_fallback
prj_16,Project Pyramid,AR,advanced_confirmed,yes,500.0,0.0228,3,prj_272,South Hanover Township Data Center,proposals_unopposed,PA,,0.0592,1.5364,margin,national+caliper,national_fallback
prj_17,Clarksville Data Center,AR,advanced_confirmed,yes,,-0.5143,1,atl_00885,Searcy Information Technologies,atlas,AR,,-0.6120,0.7977,margin,state+tercile+caliper,in_state
prj_17,Clarksville Data Center,AR,advanced_confirmed,yes,,-0.5143,2,prj_306,Iron City No. 1 Power Generator and Compute Center,proposals_unopposed,PA,,-0.5153,1.5010,margin,national+caliper,national_fallback
prj_17,Clarksville Data Center,AR,advanced_confirmed,yes,,-0.5143,3,prj_301,Storage Data Center Project,proposals_unopposed,PA,,-0.5175,1.5032,margin,national+caliper,national_fallback
prj_19,Project Leo,AR,pending,no,150.0,0.2213,1,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5048,margin,national+caliper,national_fallback
prj_19,Project Leo,AR,pending,no,150.0,0.2213,2,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5182,margin,national+caliper,national_fallback
prj_19,Project Leo,AR,pending,no,150.0,0.2213,3,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5371,margin,national+caliper,national_fallback
prj_20,Port of Little Rock Data Center,AR,pending,no,100.0,0.2213,1,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5048,margin,national+caliper,national_fallback
prj_20,Port of Little Rock Data Center,AR,pending,no,100.0,0.2213,2,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5182,margin,national+caliper,national_fallback
prj_20,Port of Little Rock Data Center,AR,pending,no,100.0,0.2213,3,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5371,margin,national+caliper,national_fallback
prj_21,NE Edge Groton Data Center,CT,blocked_confirmed,yes,300.0,,1,prj_22,Wallingford Data Center,proposals_unopposed,CT,,,1.0000,no_shared_covariates,state,in_state
prj_21,NE Edge Groton Data Center,CT,blocked_confirmed,yes,300.0,,2,prj_23,Bloomfield Data Center Proposal,proposals_unopposed,CT,,,1.0000,no_shared_covariates,state,in_state
prj_21,NE Edge Groton Data Center,CT,blocked_confirmed,yes,300.0,,3,prj_24,Trumbull Data Center Investment,proposals_unopposed,CT,,,1.0000,no_shared_covariates,state,in_state
prj_26,Project Washington,DE,pending,no,1200.0,0.3256,1,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5109,margin,national+caliper,national_fallback
prj_26,Project Washington,DE,pending,no,1200.0,0.3256,2,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,1.5475,margin,national+caliper,national_fallback
prj_26,Project Washington,DE,pending,no,1200.0,0.3256,3,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5672,margin,national+caliper,national_fallback
prj_28,Newark White Clay Creek Business Park Data Center,DE,pending,no,,0.3256,1,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5109,margin,national+caliper,national_fallback
prj_28,Newark White Clay Creek Business Park Data Center,DE,pending,no,,0.3256,2,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,1.5475,margin,national+caliper,national_fallback
prj_28,Newark White Clay Creek Business Park Data Center,DE,pending,no,,0.3256,3,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5672,margin,national+caliper,national_fallback
prj_32,Project Rainier,IN,advanced_confirmed,yes,2400.0,0.0148,1,atl_01391,Learning GIS!,atlas,IN,,-0.0015,0.7163,margin,state+tercile+caliper,in_state
prj_32,Project Rainier,IN,advanced_confirmed,yes,2400.0,0.0148,2,atl_01392,Agricultural and Biological Engineering,atlas,IN,,-0.0015,0.7163,margin,state+tercile+caliper,in_state
prj_32,Project Rainier,IN,advanced_confirmed,yes,2400.0,0.0148,3,prj_262,Smithfield Gateway Project,proposals_unopposed,PA,,-0.0078,1.5226,margin,national+caliper,national_fallback
prj_33,Martindale Indianapolis Metrobloks Data Center,IN,pending,no,72.0,,1,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.0000,no_shared_covariates,state,in_state
prj_33,Martindale Indianapolis Metrobloks Data Center,IN,pending,no,72.0,,2,prj_40,Project Maize,proposals_unopposed,IN,,,1.0000,no_shared_covariates,state,in_state
prj_33,Martindale Indianapolis Metrobloks Data Center,IN,pending,no,72.0,,3,prj_44,JPG Data Center,proposals_unopposed,IN,,-0.3610,1.0000,no_shared_covariates,state,in_state
prj_34,Surge Development Knightstown Data Center,IN,advanced_confirmed,yes,,-0.4771,1,prj_47,Amazon Wheatfield,proposals_unopposed,IN,,-0.5431,0.0660,margin,state+tercile+caliper,in_state
prj_34,Surge Development Knightstown Data Center,IN,advanced_confirmed,yes,,-0.4771,2,prj_163,Forest City Data Center Campus,proposals_unopposed,NC,,-0.4781,1.5010,margin,national+caliper,national_fallback
prj_34,Surge Development Knightstown Data Center,IN,advanced_confirmed,yes,,-0.4771,3,prj_264,Klondike Data Center Project,proposals_unopposed,PA,218.0,-0.4792,1.5021,margin,national+caliper,national_fallback
prj_35,Decatur Technology Park,IN,pending,no,250.0,0.2768,1,atl_00122,IU Data Center,atlas,IN,,0.2743,0.7025,margin,state+tercile+caliper,in_state
prj_35,Decatur Technology Park,IN,pending,no,250.0,0.2768,2,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5184,margin,national+caliper,national_fallback
prj_35,Decatur Technology Park,IN,pending,no,250.0,0.2768,3,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5379,margin,national+caliper,national_fallback
prj_36,Project Louie,IN,advanced_confirmed,yes,,-0.5433,1,prj_47,Amazon Wheatfield,proposals_unopposed,IN,,-0.5431,0.0002,margin,state+tercile+caliper,in_state
prj_36,Project Louie,IN,advanced_confirmed,yes,,-0.5433,2,prj_127,Mo Lake Development Cross Creek Data Center,proposals_unopposed,MO,,-0.5430,1.5003,margin,national+caliper,national_fallback
prj_36,Project Louie,IN,advanced_confirmed,yes,,-0.5433,3,prj_218,PORTS Technology Center,proposals_unopposed,OH,10000.0,-0.5368,1.5065,margin,national+caliper,national_fallback
prj_37,Hancock County MegaSite,IN,blocked_confirmed,yes,,-0.3371,1,prj_48,Bristol Data Center,proposals_unopposed,IN,,-0.3238,0.0133,margin,state+tercile+caliper,in_state
prj_37,Hancock County MegaSite,IN,blocked_confirmed,yes,,-0.3371,2,prj_44,JPG Data Center,proposals_unopposed,IN,,-0.3610,0.0239,margin,state+tercile+caliper,in_state
prj_37,Hancock County MegaSite,IN,blocked_confirmed,yes,,-0.3371,3,prj_68,Project Pulse,proposals_unopposed,KY,,-0.3532,1.5161,margin,national+caliper,national_fallback
prj_39,Pike Township Data Center,IN,blocked_confirmed,yes,,0.2768,1,atl_00122,IU Data Center,atlas,IN,,0.2743,0.7025,margin,state+tercile+caliper,in_state
prj_39,Pike Township Data Center,IN,blocked_confirmed,yes,,0.2768,2,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5184,margin,national+caliper,national_fallback
prj_39,Pike Township Data Center,IN,blocked_confirmed,yes,,0.2768,3,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5379,margin,national+caliper,national_fallback
prj_41,Hobart Tech Park,IN,advanced_confirmed,yes,,0.0564,1,atl_01391,Learning GIS!,atlas,IN,,-0.0015,0.7579,margin,state+tercile+caliper,in_state
prj_41,Hobart Tech Park,IN,advanced_confirmed,yes,,0.0564,2,atl_01392,Agricultural and Biological Engineering,atlas,IN,,-0.0015,0.7579,margin,state+tercile+caliper,in_state
prj_41,Hobart Tech Park,IN,advanced_confirmed,yes,,0.0564,3,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,1.5028,margin,national+caliper,national_fallback
prj_42,Microsoft La Porte Data Center,IN,advanced_confirmed,yes,,-0.1414,1,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,0.0736,margin,state+tercile+caliper,in_state
prj_42,Microsoft La Porte Data Center,IN,advanced_confirmed,yes,,-0.1414,2,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,1.5196,margin,national+caliper,national_fallback
prj_42,Microsoft La Porte Data Center,IN,advanced_confirmed,yes,,-0.1414,3,prj_143,Massena Petawatt Data Center Site Advertisement,proposals_unopposed,NY,200.0,-0.1800,1.5386,margin,national+caliper,national_fallback
prj_43,Project Domino,IN,advanced_confirmed,yes,1000.0,-0.1601,1,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,0.0549,margin,state+tercile+caliper,in_state
prj_43,Project Domino,IN,advanced_confirmed,yes,1000.0,-0.1601,2,prj_149,Brookhaven National Laboratory Data Center,proposals_unopposed,NY,,-0.0997,1.5604,margin,national+caliper,national_fallback
prj_43,Project Domino,IN,advanced_confirmed,yes,1000.0,-0.1601,3,prj_154,Person County Mega Park,proposals_unopposed,NC,,-0.2371,1.5770,margin,national+caliper,national_fallback
prj_45,Decennial Group Akron Data Center,IN,pending,no,500.0,-0.5125,1,prj_47,Amazon Wheatfield,proposals_unopposed,IN,,-0.5431,0.0306,margin,state+tercile+caliper,in_state
prj_45,Decennial Group Akron Data Center,IN,pending,no,500.0,-0.5125,2,prj_306,Iron City No. 1 Power Generator and Compute Center,proposals_unopposed,PA,,-0.5153,1.5028,margin,national+caliper,national_fallback
prj_45,Decennial Group Akron Data Center,IN,pending,no,500.0,-0.5125,3,prj_301,Storage Data Center Project,proposals_unopposed,PA,,-0.5175,1.5050,margin,national+caliper,national_fallback
prj_46,Project Flo,IN,blocked_confirmed,yes,,0.2768,1,atl_00122,IU Data Center,atlas,IN,,0.2743,0.7025,margin,state+tercile+caliper,in_state
prj_46,Project Flo,IN,blocked_confirmed,yes,,0.2768,2,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5184,margin,national+caliper,national_fallback
prj_46,Project Flo,IN,blocked_confirmed,yes,,0.2768,3,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5379,margin,national+caliper,national_fallback
prj_49,Project Zodiac,IN,advanced_confirmed,yes,,-0.1247,1,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,0.0903,margin,state+tercile+caliper,in_state
prj_49,Project Zodiac,IN,advanced_confirmed,yes,,-0.1247,2,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,1.5029,margin,national+caliper,national_fallback
prj_49,Project Zodiac,IN,advanced_confirmed,yes,,-0.1247,3,prj_149,Brookhaven National Laboratory Data Center,proposals_unopposed,NY,,-0.0997,1.5250,margin,national+caliper,national_fallback
prj_50,Google Cedar Rapids,IA,advanced_confirmed,yes,,0.0991,1,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5023,margin,national+caliper,national_fallback
prj_50,Google Cedar Rapids,IA,advanced_confirmed,yes,,0.0991,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5134,margin,national+caliper,national_fallback
prj_50,Google Cedar Rapids,IA,advanced_confirmed,yes,,0.0991,3,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,1.5326,margin,national+caliper,national_fallback
prj_52,Meta Davenport Data Center,IA,advanced_confirmed,yes,,-0.0390,1,prj_55,Project Morgan,proposals_unopposed,IA,,-0.0475,0.0085,margin,state+tercile+caliper,in_state
prj_52,Meta Davenport Data Center,IA,advanced_confirmed,yes,,-0.0390,2,prj_63,COPT Defense Properties Data Center,proposals_unopposed,IA,1000.0,-0.0475,0.0085,margin,state+tercile+caliper,in_state
prj_52,Meta Davenport Data Center,IA,advanced_confirmed,yes,,-0.0390,3,atl_01186,Apple,atlas,IA,,-0.0475,0.7085,margin,state+tercile+caliper,in_state
prj_56,Google Council Bluffs,IA,advanced_confirmed,yes,,-0.1997,1,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5153,margin,national+caliper,national_fallback
prj_56,Google Council Bluffs,IA,advanced_confirmed,yes,,-0.1997,2,prj_143,Massena Petawatt Data Center Site Advertisement,proposals_unopposed,NY,200.0,-0.1800,1.5197,margin,national+caliper,national_fallback
prj_56,Google Council Bluffs,IA,advanced_confirmed,yes,,-0.1997,3,prj_79,DeepGreen Eastport Subsea Data Center,proposals_unopposed,ME,51.0,-0.2349,1.5352,margin,national+caliper,national_fallback
prj_58,Project Alluvion,IA,advanced_confirmed,yes,,0.1089,1,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5036,margin,national+caliper,national_fallback
prj_58,Project Alluvion,IA,advanced_confirmed,yes,,0.1089,2,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5121,margin,national+caliper,national_fallback
prj_58,Project Alluvion,IA,advanced_confirmed,yes,,0.1089,3,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,1.5228,margin,national+caliper,national_fallback
prj_64,Applied Digital Adair,IA,pending,no,200.0,-0.4503,1,prj_334,Google Buffalo Data Center,proposals_unopposed,WV,,-0.4633,1.5130,margin,national+caliper,national_fallback
prj_64,Applied Digital Adair,IA,pending,no,200.0,-0.4503,2,prj_188,Aurum Capital Ventures Bismarck,proposals_unopposed,ND,,-0.4323,1.5180,margin,national+caliper,national_fallback
prj_64,Applied Digital Adair,IA,pending,no,200.0,-0.4503,3,prj_211,Akron Data Center Expansion,proposals_unopposed,OH,,-0.4240,1.5263,margin,national+caliper,national_fallback
prj_65,Project Lincoln,KY,pending,no,,-0.2258,1,prj_79,DeepGreen Eastport Subsea Data Center,proposals_unopposed,ME,51.0,-0.2349,1.5091,margin,national+caliper,national_fallback
prj_65,Project Lincoln,KY,pending,no,,-0.2258,2,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5108,margin,national+caliper,national_fallback
prj_65,Project Lincoln,KY,pending,no,,-0.2258,3,prj_154,Person County Mega Park,proposals_unopposed,NC,,-0.2371,1.5113,margin,national+caliper,national_fallback
prj_66,Harrodsburg Data Center,KY,pending,no,525.0,-0.5057,1,atl_01113,Dynamics Mining,atlas,KY,,-0.5087,0.7030,margin,state+tercile+caliper,in_state
prj_66,Harrodsburg Data Center,KY,pending,no,525.0,-0.5057,2,atl_01326,East Kentucky Network Datacenter,atlas,KY,,-0.5920,0.7863,margin,state+tercile+caliper,in_state
prj_66,Harrodsburg Data Center,KY,pending,no,525.0,-0.5057,3,prj_306,Iron City No. 1 Power Generator and Compute Center,proposals_unopposed,PA,,-0.5153,1.5096,margin,national+caliper,national_fallback
prj_67,TeraWulf Hawesville Data Center,KY,pending,no,,-0.4753,1,atl_01113,Dynamics Mining,atlas,KY,,-0.5087,0.7334,margin,state+tercile+caliper,in_state
prj_67,TeraWulf Hawesville Data Center,KY,pending,no,,-0.4753,2,prj_163,Forest City Data Center Campus,proposals_unopposed,NC,,-0.4781,1.5028,margin,national+caliper,national_fallback
prj_67,TeraWulf Hawesville Data Center,KY,pending,no,,-0.4753,3,prj_264,Klondike Data Center Project,proposals_unopposed,PA,218.0,-0.4792,1.5039,margin,national+caliper,national_fallback
prj_69,DartPoints Former Lexmark Data Center Redevelopment,KY,pending,no,,0.1811,1,prj_244,Springdale AI Data Center Redevelopment,proposals_unopposed,PA,180.0,0.2031,1.5220,margin,national+caliper,national_fallback
prj_69,DartPoints Former Lexmark Data Center Redevelopment,KY,pending,no,,0.1811,2,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5220,margin,national+caliper,national_fallback
prj_69,DartPoints Former Lexmark Data Center Redevelopment,KY,pending,no,,0.1811,3,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5354,margin,national+caliper,national_fallback
prj_70,Franklin–Simpson Data Storage and Service Center,KY,pending,no,,-0.4387,1,prj_68,Project Pulse,proposals_unopposed,KY,,-0.3532,0.0855,margin,state+tercile+caliper,in_state
prj_70,Franklin–Simpson Data Storage and Service Center,KY,pending,no,,-0.4387,2,atl_01113,Dynamics Mining,atlas,KY,,-0.5087,0.7700,margin,state+tercile+caliper,in_state
prj_70,Franklin–Simpson Data Storage and Service Center,KY,pending,no,,-0.4387,3,atl_01316,Riot Kentucky,atlas,KY,,-0.3494,0.7893,margin,state+tercile+caliper,in_state
prj_71,Maysville Data Center,KY,advanced_confirmed,yes,2200.0,-0.4369,1,prj_68,Project Pulse,proposals_unopposed,KY,,-0.3532,0.0837,margin,state+tercile+caliper,in_state
prj_71,Maysville Data Center,KY,advanced_confirmed,yes,2200.0,-0.4369,2,atl_01113,Dynamics Mining,atlas,KY,,-0.5087,0.7718,margin,state+tercile+caliper,in_state
prj_71,Maysville Data Center,KY,advanced_confirmed,yes,2200.0,-0.4369,3,atl_01316,Riot Kentucky,atlas,KY,,-0.3494,0.7875,margin,state+tercile+caliper,in_state
prj_72,Muskie Data Campus,KY,pending,no,,-0.5846,1,atl_01326,East Kentucky Network Datacenter,atlas,KY,,-0.5920,0.7074,margin,state+tercile+caliper,in_state
prj_72,Muskie Data Campus,KY,pending,no,,-0.5846,2,atl_01113,Dynamics Mining,atlas,KY,,-0.5087,0.7759,margin,state+tercile+caliper,in_state
prj_72,Muskie Data Campus,KY,pending,no,,-0.5846,3,prj_332,Monarch Compute Campus and Mountaineer Gigasystem,proposals_unopposed,WV,2000.0,-0.5804,1.5042,margin,national+caliper,national_fallback
prj_73,PowerHouse Louisville,KY,advanced_confirmed,yes,525.0,0.1655,1,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,1.5338,margin,national+caliper,national_fallback
prj_73,PowerHouse Louisville,KY,advanced_confirmed,yes,525.0,0.1655,2,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5376,margin,national+caliper,national_fallback
prj_73,PowerHouse Louisville,KY,advanced_confirmed,yes,525.0,0.1655,3,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5510,margin,national+caliper,national_fallback
prj_74,Loring Air Force Base Data Center,ME,pending,no,2.0,-0.2621,1,prj_79,DeepGreen Eastport Subsea Data Center,proposals_unopposed,ME,51.0,-0.2349,0.7169,margin+log_mw,state+tercile+caliper,in_state
prj_74,Loring Air Force Base Data Center,ME,pending,no,2.0,-0.2621,2,prj_319,Sequitor Edge Rapid City,proposals_unopposed,SD,2.0,-0.2644,1.5011,margin+log_mw,national+caliper,national_fallback
prj_74,Loring Air Force Base Data Center,ME,pending,no,2.0,-0.2621,3,prj_140,Andover Data Center,proposals_unopposed,NJ,,-0.2494,1.5127,margin,national+caliper,national_fallback
prj_75,Bates Mill No. 3. Data Center,ME,blocked_confirmed,yes,,-0.0609,1,prj_204,Cologix Lewis Center Data Center,proposals_unopposed,OH,120.0,-0.0659,1.5050,margin,national+caliper,national_fallback
prj_75,Bates Mill No. 3. Data Center,ME,blocked_confirmed,yes,,-0.0609,2,prj_55,Project Morgan,proposals_unopposed,IA,,-0.0475,1.5134,margin,national+caliper,national_fallback
prj_75,Bates Mill No. 3. Data Center,ME,blocked_confirmed,yes,,-0.0609,3,prj_63,COPT Defense Properties Data Center,proposals_unopposed,IA,1000.0,-0.0475,1.5134,margin,national+caliper,national_fallback
prj_80,Woodlawn Data Center,MD,pending,no,150.0,0.2450,1,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5134,margin,national+caliper,national_fallback
prj_80,Woodlawn Data Center,MD,pending,no,150.0,0.2450,2,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5285,margin,national+caliper,national_fallback
prj_80,Woodlawn Data Center,MD,pending,no,150.0,0.2450,3,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5419,margin,national+caliper,national_fallback
prj_81,Brightseat Tech Park Data Center Development,MD,pending,no,,0.7515,1,atl_00809,Johns Hopkins Data Center,atlas,MD,,0.7295,0.7220,margin,state+tercile+caliper,in_state
prj_81,Brightseat Tech Park Data Center Development,MD,pending,no,,0.7515,2,prj_83,Piney Reach Data Center Development,proposals_unopposed,MD,,0.4071,0.3444,margin,state,in_state
prj_81,Brightseat Tech Park Data Center Development,MD,pending,no,,0.7515,3,atl_00989,Unknown,atlas,MD,,0.4174,1.0341,margin,state,in_state
prj_82,Federick County Zoning Overlay + Quantum Frederick Park Data Center Campus,MD,advanced_confirmed,yes,,0.0881,1,atl_00007,CyberNAP Glen Burnie,atlas,MD,,0.1394,0.7513,margin,state+tercile+caliper,in_state
prj_82,Federick County Zoning Overlay + Quantum Frederick Park Data Center Campus,MD,advanced_confirmed,yes,,0.0881,2,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5087,margin,national+caliper,national_fallback
prj_82,Federick County Zoning Overlay + Quantum Frederick Park Data Center Campus,MD,advanced_confirmed,yes,,0.0881,3,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5244,margin,national+caliper,national_fallback
prj_85,Atmosphere Dickerson Data Center,MD,pending,no,360.0,0.5330,1,atl_00292,QES Computers,atlas,CA,,0.5356,2.2026,margin,national+caliper,national_fallback
prj_85,Atmosphere Dickerson Data Center,MD,pending,no,360.0,0.5330,2,atl_00323,Hurricane Electric Fremont 1,atlas,CA,,0.5356,2.2026,margin,national+caliper,national_fallback
prj_85,Atmosphere Dickerson Data Center,MD,pending,no,360.0,0.5330,3,atl_00327,XO Fremont,atlas,CA,,0.5356,2.2026,margin,national+caliper,national_fallback
