fips,county_name,state,label_state,evidence_grade,families_checked,families_covered,independence_classes,sources_clear,sources_hit,sources_unreachable,last_checked,staleness_days,probe_status,in_force_as_of,evidence_url_primary,conflict,needs_recheck
19041,"Clay County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19043,"Clayton County, Iowa",IA,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2025-02-25,"moratorium-nation:ia-clayton-county-2025 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
19045,"Clinton County, Iowa",IA,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
19047,"Crawford County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19049,"Dallas County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19051,"Davis County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19053,"Decatur County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19055,"Delaware County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19057,"Des Moines County, Iowa",IA,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
19059,"Dickinson County, Iowa",IA,asserted_restrictive,D,,restriction_census,,0,0,0,,,never_probed,,,label_positive_no_support,1
19061,"Dubuque County, Iowa",IA,asserted_restrictive,D,,restriction_census,,0,0,0,,,never_probed,,,label_positive_no_support,1
19063,"Emmet County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19065,"Fayette County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19067,"Floyd County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19069,"Franklin County, Iowa",IA,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2026-03-31,"moratorium-nation:ia-franklin-county-2026 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
19071,"Fremont County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19073,"Greene County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19075,"Grundy County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19077,"Guthrie County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19079,"Hamilton County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19081,"Hancock County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19083,"Hardin County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19085,"Harrison County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19087,"Henry County, Iowa",IA,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
19089,"Howard County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19091,"Humboldt County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19093,"Ida County, Iowa",IA,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
19095,"Iowa County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19097,"Jackson County, Iowa",IA,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
19099,"Jasper County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19101,"Jefferson County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19103,"Johnson County, Iowa",IA,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2025-11-06,"moratorium-nation:ia-johnson-county-2025 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
19105,"Jones County, Iowa",IA,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,,"moratorium-nation:ia-jones-county-2024 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
19107,"Keokuk County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19109,"Kossuth County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19111,"Lee County, Iowa",IA,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
19113,"Linn County, Iowa",IA,asserted_restrictive,D,,restriction_census,,0,0,0,,,never_probed,,,label_positive_no_support,1
19115,"Louisa County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19117,"Lucas County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19119,"Lyon County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19121,"Madison County, Iowa",IA,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
19123,"Mahaska County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19125,"Marion County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19127,"Marshall County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19129,"Mills County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19131,"Mitchell County, Iowa",IA,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2025-11-25,"moratorium-nation:ia-mitchell-county-2025 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
19133,"Monona County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19135,"Monroe County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19137,"Montgomery County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19139,"Muscatine County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19141,"O'Brien County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19143,"Osceola County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19145,"Page County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19147,"Palo Alto County, Iowa",IA,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
19149,"Plymouth County, Iowa",IA,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
19151,"Pocahontas County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19153,"Polk County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19155,"Pottawattamie County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19157,"Poweshiek County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19159,"Ringgold County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19161,"Sac County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19163,"Scott County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19165,"Shelby County, Iowa",IA,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2026-03-17,"moratorium-nation:ia-shelby-county-2026 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
19167,"Sioux County, Iowa",IA,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
19169,"Story County, Iowa",IA,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,,"moratorium-nation:ia-story-county-2025 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
19171,"Tama County, Iowa",IA,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2025-11-10,"moratorium-nation:ia-tama-county-2025 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
19173,"Taylor County, Iowa",IA,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
19175,"Union County, Iowa",IA,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,,1
19177,"Van Buren County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19179,"Wapello County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19181,"Warren County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19183,"Washington County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19185,"Wayne County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19187,"Webster County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19189,"Winnebago County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19191,"Winneshiek County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19193,"Woodbury County, Iowa",IA,asserted_restrictive,D,,restriction_census,,0,0,0,,,never_probed,,,label_positive_no_support,1
19195,"Worth County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
19197,"Wright County, Iowa",IA,unverified,U,,,,0,0,0,,,never_probed,,,,1
20001,"Allen County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20003,"Anderson County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20005,"Atchison County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20007,"Barber County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20009,"Barton County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20011,"Bourbon County, Kansas",KS,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
20013,"Brown County, Kansas",KS,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2026-03-02,"moratorium-nation:ks-brown-county-2026 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
20015,"Butler County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20017,"Chase County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20019,"Chautauqua County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20021,"Cherokee County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20023,"Cheyenne County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20025,"Clark County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20027,"Clay County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20029,"Cloud County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20031,"Coffey County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20033,"Comanche County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20035,"Cowley County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20037,"Crawford County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20039,"Decatur County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20041,"Dickinson County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20043,"Doniphan County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20045,"Douglas County, Kansas",KS,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
20047,"Edwards County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20049,"Elk County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20051,"Ellis County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20053,"Ellsworth County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20055,"Finney County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20057,"Ford County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20059,"Franklin County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20061,"Geary County, Kansas",KS,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
20063,"Gove County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20065,"Graham County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20067,"Grant County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20069,"Gray County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20071,"Greeley County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20073,"Greenwood County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20075,"Hamilton County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20077,"Harper County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20079,"Harvey County, Kansas",KS,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2026-01-13,"moratorium-nation:ks-harvey-county-2026 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
20081,"Haskell County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20083,"Hodgeman County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20085,"Jackson County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20087,"Jefferson County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20089,"Jewell County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20091,"Johnson County, Kansas",KS,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
20093,"Kearny County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20095,"Kingman County, Kansas",KS,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2026-02-09,"moratorium-nation:ks-kingman-county-2026 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
20097,"Kiowa County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20099,"Labette County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20101,"Lane County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20103,"Leavenworth County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20105,"Lincoln County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20107,"Linn County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20109,"Logan County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20111,"Lyon County, Kansas",KS,asserted_restrictive,D,,restriction_census,,0,0,0,,,never_probed,,,label_positive_no_support,1
20113,"McPherson County, Kansas",KS,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2025-08-04,"moratorium-nation:ks-mcpherson-county-2025 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
20115,"Marion County, Kansas",KS,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2026-03-02,"moratorium-nation:ks-marion-county-2026 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
20117,"Marshall County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20119,"Meade County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20121,"Miami County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20123,"Mitchell County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20125,"Montgomery County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20127,"Morris County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20129,"Morton County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20131,"Nemaha County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20133,"Neosho County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20135,"Ness County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20137,"Norton County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20139,"Osage County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20141,"Osborne County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20143,"Ottawa County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20145,"Pawnee County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20147,"Phillips County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20149,"Pottawatomie County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20151,"Pratt County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20153,"Rawlins County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20155,"Reno County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20157,"Republic County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20159,"Rice County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20161,"Riley County, Kansas",KS,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2026-04-13,"moratorium-nation:ks-riley-county-2026 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
20163,"Rooks County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20165,"Rush County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20167,"Russell County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20169,"Saline County, Kansas",KS,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2026-03-17,"moratorium-nation:ks-saline-county-2026 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
20171,"Scott County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20173,"Sedgwick County, Kansas",KS,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2026-01-14,"moratorium-nation:ks-sedgwick-county-2026 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
20175,"Seward County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20177,"Shawnee County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20179,"Sheridan County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20181,"Sherman County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20183,"Smith County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20185,"Stafford County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20187,"Stanton County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20189,"Stevens County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20191,"Sumner County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20193,"Thomas County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20195,"Trego County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20197,"Wabaunsee County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20199,"Wallace County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20201,"Washington County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20203,"Wichita County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20205,"Wilson County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20207,"Woodson County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
20209,"Wyandotte County, Kansas",KS,unverified,U,,,,0,0,0,,,never_probed,,,,1
21001,"Adair County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21003,"Allen County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21005,"Anderson County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21007,"Ballard County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21009,"Barren County, Kentucky",KY,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
21011,"Bath County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21013,"Bell County, Kentucky",KY,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
21015,"Boone County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21017,"Bourbon County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21019,"Boyd County, Kentucky",KY,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
21021,"Boyle County, Kentucky",KY,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
21023,"Bracken County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21025,"Breathitt County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21027,"Breckinridge County, Kentucky",KY,asserted_restrictive,B,restriction_census,restriction_census,secondary,0,1,0,2026-09-17,0,complete,2025-12-05,"moratorium-nation:ky-breckinridge-county-2025 (CC-BY-4.0, github.com/mjbommar/moratorium-data-2026)",,0
21029,"Bullitt County, Kentucky",KY,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
21031,"Butler County, Kentucky",KY,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
21033,"Caldwell County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21035,"Calloway County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21037,"Campbell County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21039,"Carlisle County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21041,"Carroll County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21043,"Carter County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21045,"Casey County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21047,"Christian County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21049,"Clark County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21051,"Clay County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21053,"Clinton County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21055,"Crittenden County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21057,"Cumberland County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21059,"Daviess County, Kentucky",KY,asserted_restrictive,D,,restriction_census,,0,0,0,,,never_probed,,,label_positive_no_support,1
21061,"Edmonson County, Kentucky",KY,unverified,D,,restriction_census,,0,0,0,,,never_probed,,,label_negative_upstream_hit,1
21063,"Elliott County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21065,"Estill County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21067,"Fayette County, Kentucky",KY,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
21069,"Fleming County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21071,"Floyd County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21073,"Franklin County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21075,"Fulton County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21077,"Gallatin County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21079,"Garrard County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21081,"Grant County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21083,"Graves County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21085,"Grayson County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21087,"Green County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21089,"Greenup County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21091,"Hancock County, Kentucky",KY,asserted_restrictive,U,,,,0,0,0,,,never_probed,,,label_positive_no_support,1
21093,"Hardin County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21095,"Harlan County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21097,"Harrison County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21099,"Hart County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21101,"Henderson County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21103,"Henry County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21105,"Hickman County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21107,"Hopkins County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21109,"Jackson County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21111,"Jefferson County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21113,"Jessamine County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21115,"Johnson County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21117,"Kenton County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21119,"Knott County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21121,"Knox County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21123,"Larue County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21125,"Laurel County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21127,"Lawrence County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21129,"Lee County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21131,"Leslie County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21133,"Letcher County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21135,"Lewis County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21137,"Lincoln County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21139,"Livingston County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21141,"Logan County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21143,"Lyon County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21145,"McCracken County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21147,"McCreary County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21149,"McLean County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21151,"Madison County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21153,"Magoffin County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21155,"Marion County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21157,"Marshall County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21159,"Martin County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
21161,"Mason County, Kentucky",KY,unverified,U,,,,0,0,0,,,never_probed,,,,1
